event,boundary_frame,timestamp_seconds,timestamp,preceding_shot_duration_seconds,chapter,transition_class,mean_abs_rgb,changed_fraction_gt20,changed_fraction_gt45,nearest_spoken_word,cut_minus_word_start_seconds
45,4912,163.7333,02:43.733,0.7333,Silurian,hard_cut_same_palette,0.079751,0.236076,0.195747,for,0.0233
46,5011,167.0333,02:47.033,3.3,Silurian,hard_cut_same_palette,0.084168,0.226128,0.21151,a,-0.0367
47,5032,167.7333,02:47.733,0.7,Silurian,hard_cut_same_palette,0.124632,0.337726,0.301667,it,-0.0567
48,5069,168.9667,02:48.967,1.2333,Silurian,hard_cut_same_palette,0.095695,0.197292,0.187378,heavily,0.0067
49,5191,173.0333,02:53.033,4.0667,Silurian,localized_swap_or_pop,0.071312,0.165451,0.147135,and,-0.0667
50,5352,178.4,02:58.400,5.3667,Devonian,hard_cut_full_frame,0.418112,0.787483,0.710833,devonian,-0.01
51,5388,179.6,02:59.600,1.2,Devonian,hard_cut_full_frame,0.418032,0.89526,0.80941,by,-0.07
52,5455,181.8333,03:01.833,2.2333,Devonian,hard_cut_same_palette,0.095555,0.304497,0.234826,filled,-0.0867
53,5495,183.1667,03:03.167,1.3333,Devonian,hard_cut_full_frame,0.132647,0.422795,0.32783,coiled,-0.0133
54,5570,185.6667,03:05.667,2.5,Devonian,hard_cut_full_frame,0.167098,0.43349,0.372465,but,-0.0333
55,5640,188.0,03:08.000,2.3333,Devonian,localized_swap_or_pop,0.090092,0.178194,0.170851,fish,-0.07
56,5745,191.5,03:11.500,3.5,Devonian,hard_cut_same_palette,0.074595,0.194462,0.184184,the,-0.08
57,5835,194.5,03:14.500,3.0,Devonian,localized_swap_or_pop,0.083523,0.161562,0.15441,modern,-0.05
58,5919,197.3,03:17.300,2.8,Devonian,hard_cut_full_frame,0.178841,0.479757,0.399097,roughly,-0.04
59,5971,199.0333,03:19.033,1.7333,Devonian,hard_cut_same_palette,0.168175,0.41526,0.368524,it's,-0.0467
60,6029,200.9667,03:20.967,1.9333,Devonian,hard_cut_same_palette,0.131069,0.302517,0.243559,is,-0.0633
61,6806,226.8667,03:46.867,25.9,Devonian,hard_cut_same_palette,0.070965,0.207135,0.189896,over,-0.0533
62,6840,228.0,03:48.000,1.1333,Devonian,hard_cut_full_frame,0.304528,0.859896,0.633212,sea,-0.09
63,6870,229.0,03:49.000,1.0,Devonian,localized_swap_or_pop,0.03134,0.098628,0.073837,and,-0.08
64,6919,230.6333,03:50.633,1.6333,Devonian,hard_cut_full_frame,0.253006,0.866476,0.686024,when,-0.0067
65,7050,235.0,03:55.000,4.3667,Devonian,hard_cut_full_frame,0.178148,0.735295,0.278403,this,-0.05
66,7104,236.8,03:56.800,1.8,Devonian,localized_swap_or_pop,0.072828,0.161719,0.156858,opening,-0.08
67,7245,241.5,04:01.500,4.7,Carboniferous,hard_cut_full_frame,0.497484,0.878403,0.830677,carboniferous,-0.03
68,7291,243.0333,04:03.033,1.5333,Carboniferous,hard_cut_full_frame,0.452493,0.923021,0.800087,by,-0.0567
69,7351,245.0333,04:05.033,2.0,Carboniferous,hard_cut_full_frame,0.20688,0.879167,0.451233,and,-0.0367
70,7472,249.0667,04:09.067,4.0333,Carboniferous,hard_cut_full_frame,0.262725,0.910937,0.769323,sharks,-0.0833
71,7635,254.5,04:14.500,5.4333,Carboniferous,hard_cut_same_palette,0.087189,0.283889,0.231094,the,-0.02
72,7678,255.9333,04:15.933,1.4333,Carboniferous,hard_cut_same_palette,0.108655,0.262917,0.240885,one,-0.0267
73,7773,259.1,04:19.100,3.1667,Carboniferous,hard_cut_same_palette,0.134642,0.26651,0.247691,was,-0.07
74,7853,261.7667,04:21.767,2.6667,Carboniferous,hard_cut_same_palette,0.084139,0.227309,0.196545,close,-0.0733
75,7924,264.1333,04:24.133,2.3667,Carboniferous,hard_cut_same_palette,0.075071,0.209462,0.181997,and,-0.0767
76,8333,277.7667,04:37.767,13.6333,Carboniferous,hard_cut_same_palette,0.07026,0.192118,0.145174,rather,-0.0333
77,8527,284.2333,04:44.233,6.4667,Carboniferous,localized_swap_or_pop,0.058379,0.152344,0.115503,these,-0.0467
78,8598,286.6,04:46.600,2.3667,Carboniferous,localized_swap_or_pop,0.074898,0.155521,0.143177,instead,-0.05
79,8765,292.1667,04:52.167,5.5667,Carboniferous,hard_cut_same_palette,0.106708,0.27684,0.225226,while,-0.0333
80,8877,295.9,04:55.900,3.7333,Carboniferous,hard_cut_same_palette,0.097236,0.248681,0.180694,it's,-0.05
81,8967,298.9,04:58.900,3.0,Carboniferous,hard_cut_same_palette,0.112042,0.227951,0.188924,by,-0.08
82,9015,300.5,05:00.500,1.6,Permian,hard_cut_full_frame,0.444294,0.879288,0.78967,permian,-0.01
83,9048,301.6,05:01.600,1.1,Permian,hard_cut_full_frame,0.384527,0.876997,0.773941,the,-0.05
84,9084,302.8,05:02.800,1.2,Permian,localized_swap_or_pop,0.069204,0.142986,0.13408,in,-0.08
85,9190,306.3333,05:06.333,3.5333,Permian,hard_cut_full_frame,0.365727,0.841042,0.732431,at,-0.0567
86,9257,308.5667,05:08.567,2.2333,Permian,hard_cut_same_palette,0.102186,0.363351,0.279497,biggest,0.0467
87,9304,310.1333,05:10.133,1.5667,Permian,hard_cut_full_frame,0.391647,0.851458,0.782552,packed,-0.0367
88,9443,314.7667,05:14.767,4.6333,Permian,hard_cut_full_frame,0.186649,0.860538,0.484427,most,-0.0533
89,9473,315.7667,05:15.767,1.0,Permian,localized_swap_or_pop,0.088754,0.174774,0.16474,there,-0.0733
90,9658,321.9333,05:21.933,6.1667,Permian,hard_cut_same_palette,0.12317,0.30651,0.262101,it's,-0.1467
91,10150,338.3333,05:38.333,16.4,Permian,hard_cut_same_palette,0.066631,0.227569,0.178003,it's,-0.0667
92,10217,340.5667,05:40.567,2.2333,Permian,hard_cut_same_palette,0.077228,0.228924,0.200295,suggesting,-0.0533
93,10344,344.8,05:44.800,4.2333,Permian,hard_cut_same_palette,0.075612,0.259184,0.215747,some,-0.08
94,10459,348.6333,05:48.633,3.8333,Permian,hard_cut_same_palette,0.094655,0.37099,0.255104,making,-0.0567
95,10531,351.0333,05:51.033,2.4,Permian,hard_cut_full_frame,0.230028,0.869514,0.611059,it,-0.0267
96,10557,351.9,05:51.900,0.8667,Permian,hard_cut_same_palette,0.080323,0.24625,0.22408,for,-0.06
97,10591,353.0333,05:53.033,1.1333,Permian,hard_cut_same_palette,0.078742,0.227378,0.210226,before,-0.0367
98,10628,354.2667,05:54.267,1.2333,Permian,hard_cut_full_frame,0.397891,0.857378,0.780278,sometime,-0.0333
99,10695,356.5,05:56.500,2.2333,Permian,hard_cut_full_frame,0.320872,0.786667,0.704826,wiping,-0.05
100,10794,359.8,05:59.800,3.3,Permian,hard_cut_full_frame,0.19603,0.744358,0.569253,the,-0.05
101,10897,363.2333,06:03.233,3.4333,Permian,hard_cut_full_frame,0.212412,0.847257,0.518368,in,-0.0667
102,10947,364.9,06:04.900,1.6667,Permian,localized_swap_or_pop,0.061299,0.159583,0.155972,the,-0.05
103,11022,367.4,06:07.400,2.5,Permian,hard_cut_same_palette,0.129013,0.297483,0.239722,wasn't,-0.01
104,11124,370.8,06:10.800,3.4,Triassic,hard_cut_full_frame,0.413099,0.862448,0.755451,triassic,0.0
105,11163,372.1,06:12.100,1.3,Triassic,hard_cut_full_frame,0.360145,0.891944,0.772587,the,-0.02
106,11184,372.8,06:12.800,0.7,Triassic,localized_swap_or_pop,0.079536,0.163073,0.155712,saw,-0.1
107,11279,375.9667,06:15.967,3.1667,Triassic,hard_cut_same_palette,0.100573,0.214097,0.20599,a,-0.0533
108,11479,382.6333,06:22.633,6.6667,Triassic,hard_cut_full_frame,0.291835,0.865486,0.675278,while,0.0433
109,11568,385.6,06:25.600,2.9667,Triassic,hard_cut_full_frame,0.280399,0.870903,0.684653,early,-0.05
110,11806,393.5333,06:33.533,7.9333,Triassic,hard_cut_full_frame,0.472984,0.884635,0.859861,based,-0.0667
111,11872,395.7333,06:35.733,2.2,Triassic,hard_cut_full_frame,0.47996,0.87941,0.847101,scientists,-0.0867
112,11976,399.2,06:39.200,3.4667,Triassic,hard_cut_same_palette,0.110718,0.387517,0.283299,roughly,-0.07
113,12025,400.8333,06:40.833,1.6333,Triassic,hard_cut_full_frame,0.198136,0.732396,0.584861,making,-0.0567
114,12080,402.6667,06:42.667,1.8333,Triassic,hard_cut_same_palette,0.061646,0.246128,0.18467,to,-0.0533
115,12312,410.4,06:50.400,7.7333,Triassic,hard_cut_same_palette,0.115109,0.380556,0.333038,meeting,-0.03
116,12382,412.7333,06:52.733,2.3333,Triassic,hard_cut_same_palette,0.103758,0.371493,0.30158,unlike,-0.0667
117,12411,413.7,06:53.700,0.9667,Triassic,hard_cut_same_palette,0.071725,0.261667,0.198385,or,-0.03
118,12461,415.3667,06:55.367,1.6667,Triassic,hard_cut_same_palette,0.073778,0.277986,0.207378,it's,-0.0733
119,12521,417.3667,06:57.367,2.0,Triassic,localized_swap_or_pop,0.053601,0.179913,0.156441,it's,-0.0233
120,12781,426.0333,07:06.033,8.6667,Triassic,hard_cut_same_palette,0.116948,0.305087,0.282917,overall,-0.0567
121,12895,429.8333,07:09.833,3.8,Triassic,hard_cut_same_palette,0.141616,0.362778,0.329965,but,-0.0367
122,12928,430.9333,07:10.933,1.1,Triassic,localized_swap_or_pop,0.05988,0.159948,0.154236,sheer,-0.0467
123,13023,434.1,07:14.100,3.1667,Jurassic,hard_cut_full_frame,0.383686,0.850278,0.751458,jurassic,-0.03
124,13063,435.4333,07:15.433,1.3333,Jurassic,hard_cut_full_frame,0.430884,0.943472,0.816719,you,-0.0467
125,13166,438.8667,07:18.867,3.4333,Jurassic,hard_cut_full_frame,0.281111,0.793872,0.685295,but,-0.0333
126,13280,442.6667,07:22.667,3.8,Jurassic,hard_cut_same_palette,0.100267,0.207483,0.182917,you,-0.0433
127,13377,445.9,07:25.900,3.2333,Jurassic,hard_cut_same_palette,0.097971,0.213385,0.183542,you,-0.05
128,13429,447.6333,07:27.633,1.7333,Jurassic,hard_cut_same_palette,0.108651,0.239566,0.170486,play,-0.0567
129,13772,459.0667,07:39.067,11.4333,Jurassic,hard_cut_same_palette,0.103081,0.234375,0.18441,but,-0.0233
130,13807,460.2333,07:40.233,1.1667,Jurassic,hard_cut_same_palette,0.093502,0.221528,0.159167,it's,-0.0567
131,13907,463.5667,07:43.567,3.3333,Jurassic,hard_cut_full_frame,0.574508,0.866267,0.854566,to,-0.0233
132,13949,464.9667,07:44.967,1.4,Jurassic,hard_cut_same_palette,0.122931,0.18776,0.171806,imagine,-0.0933
133,14042,468.0667,07:48.067,3.1,Jurassic,hard_cut_same_palette,0.144716,0.231458,0.211632,and,-0.0533
134,14138,471.2667,07:51.267,3.2,Jurassic,hard_cut_full_frame,0.552557,0.868038,0.824653,that,-0.0333
135,14207,473.5667,07:53.567,2.3,Jurassic,hard_cut_full_frame,0.580956,0.866684,0.855069,for,-0.0133
136,14320,477.3333,07:57.333,3.7667,Jurassic,hard_cut_full_frame,0.592149,0.874635,0.862812,rather,-0.0267
137,14865,495.5,08:15.500,18.1667,Jurassic,hard_cut_full_frame,0.135101,0.688785,0.086302,this,-0.04
138,14957,498.5667,08:18.567,3.0667,Jurassic,hard_cut_full_frame,0.144442,0.712726,0.069965,there,-0.0333
139,14992,499.7333,08:19.733,1.1667,Jurassic,hard_cut_full_frame,0.220764,0.856615,0.317517,the,-0.0367
140,15101,503.3667,08:23.367,3.6333,Jurassic,hard_cut_full_frame,0.252462,0.856597,0.724063,me,-0.0333
141,15150,505.0,08:25.000,1.6333,Jurassic,hard_cut_full_frame,0.213587,0.72151,0.437795,pumped,-0.02
142,15213,507.1,08:27.100,2.1,Jurassic,hard_cut_full_frame,0.18037,0.678003,0.198524,triggering,-0.08
143,15237,507.9,08:27.900,0.8,Jurassic,hard_cut_full_frame,0.106299,0.723056,0.038385,global,-0.21
144,15537,517.9,08:37.900,10.0,Cretaceous,hard_cut_full_frame,0.376651,0.868368,0.748958,cretaceous,-0.05
145,15578,519.2667,08:39.267,1.3667,Cretaceous,hard_cut_full_frame,0.381919,0.896215,0.803854,the,-0.0333
146,15776,525.8667,08:45.867,6.6,Cretaceous,hard_cut_full_frame,0.22012,0.737326,0.568385,they,-0.0633
147,15838,527.9333,08:47.933,2.0667,Cretaceous,localized_swap_or_pop,0.056952,0.171719,0.14309,stopped,-0.0067
148,16079,535.9667,08:55.967,8.0333,Cretaceous,hard_cut_same_palette,0.070167,0.307274,0.143767,what,-0.0133
149,16601,553.3667,09:13.367,17.4,Cretaceous,hard_cut_same_palette,0.124129,0.323229,0.24842,also,-0.0133
150,16637,554.5667,09:14.567,1.2,Cretaceous,hard_cut_full_frame,0.361748,0.881389,0.800174,moses,-0.0433
151,16696,556.5333,09:16.533,1.9667,Cretaceous,hard_cut_full_frame,0.662462,0.894201,0.883229,it's,-0.0267
152,16732,557.7333,09:17.733,1.2,Cretaceous,hard_cut_same_palette,0.129305,0.277361,0.254792,on,-0.0567
153,16825,560.8333,09:20.833,3.1,Cretaceous,hard_cut_full_frame,0.492326,0.883628,0.819931,then,-0.0467
154,16919,563.9667,09:23.967,3.1333,Cretaceous,hard_cut_full_frame,0.337405,0.869115,0.764965,an,-0.0633
155,16943,564.7667,09:24.767,0.8,Cretaceous,hard_cut_same_palette,0.09274,0.227361,0.198125,struck,-0.0733
156,16969,565.6333,09:25.633,0.8667,Cretaceous,hard_cut_full_frame,0.260535,0.859219,0.609965,and,-0.0167
157,17060,568.6667,09:28.667,3.0333,Cretaceous,hard_cut_full_frame,0.196333,0.79526,0.5275,starting,-0.0733
158,17157,571.9,09:31.900,3.2333,Paleogene,hard_cut_full_frame,0.436935,0.883507,0.721441,paleo,-0.05
159,17201,573.3667,09:33.367,1.4667,Paleogene,hard_cut_full_frame,0.291524,0.644479,0.530035,after,-0.0233
160,17276,575.8667,09:35.867,2.5,Paleogene,hard_cut_full_frame,0.356258,0.841806,0.651753,the,-0.0133
161,17308,576.9333,09:36.933,1.0667,Paleogene,hard_cut_full_frame,0.242119,0.853854,0.607448,ended,0.0033
162,17398,579.9333,09:39.933,3.0,Paleogene,hard_cut_same_palette,0.0897,0.199063,0.179167,and,-0.0567
163,17522,584.0667,09:44.067,4.1333,Paleogene,hard_cut_same_palette,0.10391,0.228247,0.212326,that,-0.0333
164,17560,585.3333,09:45.333,1.2667,Paleogene,hard_cut_full_frame,0.435504,0.883194,0.81349,on,-0.0267
165,17733,591.1,09:51.100,5.7667,Paleogene,hard_cut_full_frame,0.404425,0.868351,0.795069,it,-0.08
166,17857,595.2333,09:55.233,4.1333,Paleogene,hard_cut_same_palette,0.1136,0.254826,0.202917,it's,-0.0567
167,17929,597.6333,09:57.633,2.4,Paleogene,hard_cut_same_palette,0.120912,0.282726,0.220747,it,-0.0267
168,18098,603.2667,10:03.267,5.6333,Paleogene,hard_cut_full_frame,0.394962,0.873611,0.787257,as,-0.0333
169,18192,606.4,10:06.400,3.1333,Paleogene,hard_cut_full_frame,0.395679,0.877413,0.794045,at,-0.08
170,18462,615.4,10:15.400,9.0,Paleogene,hard_cut_full_frame,0.520919,0.885087,0.86691,matter,-0.04
171,18486,616.2,10:16.200,0.8,Paleogene,hard_cut_same_palette,0.167265,0.320903,0.310851,it,-0.08
172,18651,621.7,10:21.700,5.5,Paleogene,hard_cut_full_frame,0.41589,0.869514,0.765885,this,-0.04
173,18780,626.0,10:26.000,4.3,Paleogene,hard_cut_full_frame,0.29145,0.871111,0.658941,a,-0.06
174,18830,627.6667,10:27.667,1.6667,Paleogene,hard_cut_full_frame,0.297406,0.875243,0.659323,fossil,-0.0433
175,19017,633.9,10:33.900,6.2333,Paleogene,hard_cut_same_palette,0.101506,0.256215,0.169757,at,-0.05
176,19049,634.9667,10:34.967,1.0667,Paleogene,hard_cut_full_frame,0.42955,0.880573,0.811892,especially,-0.0633
177,19116,637.2,10:37.200,2.2333,Paleogene,hard_cut_full_frame,0.445311,0.881042,0.833819,temperatures,-0.05
178,19158,638.6,10:38.600,1.4,Paleogene,hard_cut_full_frame,0.288006,0.858854,0.701493,i,-0.03
179,19241,641.3667,10:41.367,2.7667,Paleogene,hard_cut_full_frame,0.291609,0.841701,0.637292,and,-0.0533
180,19262,642.0667,10:42.067,0.7,Paleogene,hard_cut_full_frame,0.265372,0.590087,0.534931,fell,-0.0433
181,19427,647.5667,10:47.567,5.5,Paleogene,hard_cut_full_frame,0.187645,0.421389,0.337118,that,-0.0333
182,19496,649.8667,10:49.867,2.3,Paleogene,hard_cut_full_frame,0.248217,0.619184,0.560486,making,-0.0433
183,19540,651.3333,10:51.333,1.4667,Paleogene,hard_cut_full_frame,0.332426,0.828646,0.679444,however,-0.0467
184,19651,655.0333,10:55.033,3.7,Paleogene,hard_cut_same_palette,0.110817,0.2575,0.202205,one,-0.0067
185,19754,658.4667,10:58.467,3.4333,Neogene,hard_cut_full_frame,0.469017,0.881736,0.783594,neo,-0.0233
186,19796,659.8667,10:59.867,1.4,Neogene,hard_cut_full_frame,0.482607,0.917118,0.790486,during,-0.0333
187,19831,661.0333,11:01.033,1.1667,Neogene,localized_swap_or_pop,0.077055,0.146979,0.134097,we,-0.0667
188,19941,664.7,11:04.700,3.6667,Neogene,hard_cut_same_palette,0.109504,0.25974,0.223281,mega,-0.06
189,19963,665.4333,11:05.433,0.7333,Neogene,hard_cut_full_frame,0.170294,0.738663,0.475851,remember,-0.0167
190,20103,670.1,11:10.100,4.6667,Neogene,hard_cut_full_frame,0.177774,0.738351,0.453958,megawatt,-0.03
191,20204,673.4667,11:13.467,3.3667,Neogene,hard_cut_same_palette,0.094999,0.253872,0.20217,it's,-0.0533
192,20397,679.9,11:19.900,6.4333,Neogene,hard_cut_same_palette,0.089859,0.266042,0.19375,sometimes,-0.04
193,20505,683.5,11:23.500,3.6,Neogene,hard_cut_same_palette,0.086259,0.285972,0.192361,or,-0.04
194,20576,685.8667,11:25.867,2.3667,Neogene,hard_cut_full_frame,0.528262,0.880069,0.856198,it's,-0.0433
195,20719,690.6333,11:30.633,4.7667,Neogene,hard_cut_full_frame,0.251138,0.449236,0.410694,set,-0.0467
196,20835,694.5,11:34.500,3.8667,Neogene,hard_cut_full_frame,0.41241,0.842951,0.751215,also,-0.02
197,21264,708.8,11:48.800,14.3,Neogene,hard_cut_full_frame,0.343015,0.885087,0.784618,global,-0.03
198,21290,709.6667,11:49.667,0.8667,Neogene,hard_cut_same_palette,0.083329,0.329306,0.190208,kept,-0.0933
199,21314,710.4667,11:50.467,0.8,Neogene,hard_cut_full_frame,0.334703,0.867986,0.768924,while,-0.0733
200,21420,714.0,11:54.000,3.5333,Neogene,hard_cut_same_palette,0.071488,0.219497,0.182483,it,-0.05
201,21657,721.9,12:01.900,7.9,Neogene,hard_cut_same_palette,0.117077,0.385955,0.307274,began,-0.01
202,21738,724.6,12:04.600,2.7,Neogene,hard_cut_full_frame,0.124722,0.454566,0.340816,losing,-0.07
203,21877,729.2333,12:09.233,4.6333,Quaternary,hard_cut_full_frame,0.469289,0.911806,0.786233,quaternary,-0.0267
204,21915,730.5,12:10.500,1.2667,Quaternary,hard_cut_same_palette,0.219879,0.386372,0.370382,the,-0.02
205,21939,731.3,12:11.300,0.8,Quaternary,hard_cut_same_palette,0.09355,0.20125,0.187812,is,-0.03
206,21987,732.9,12:12.900,1.6,Quaternary,hard_cut_full_frame,0.44114,0.806111,0.752587,and,-0.05
207,22099,736.6333,12:16.633,3.7333,Quaternary,hard_cut_same_palette,0.135679,0.288438,0.272361,it's,-0.0667
208,22247,741.5667,12:21.567,4.9333,Quaternary,localized_swap_or_pop,0.043746,0.11,0.052413,that,-0.0833
209,22342,744.7333,12:24.733,3.1667,Quaternary,hard_cut_same_palette,0.162226,0.35651,0.317865,even,-0.0367
210,22423,747.4333,12:27.433,2.7,Quaternary,hard_cut_same_palette,0.150114,0.311024,0.274601,adults,-0.0667
211,22487,749.5667,12:29.567,2.1333,Quaternary,hard_cut_full_frame,0.41264,0.84908,0.836753,with,-0.0633
212,22607,753.5667,12:33.567,4.0,Quaternary,hard_cut_full_frame,0.398489,0.839809,0.830747,here's,-0.0833
213,22647,754.9,12:34.900,1.3333,Quaternary,hard_cut_same_palette,0.141012,0.273802,0.256128,much,-0.04
214,22681,756.0333,12:36.033,1.1333,Quaternary,localized_swap_or_pop,0.051054,0.154566,0.112135,depends,-0.0767
215,22785,759.5,12:39.500,3.4667,Quaternary,hard_cut_full_frame,0.175388,0.438264,0.342413,orcas,-0.03
216,22813,760.4333,12:40.433,0.9333,Quaternary,hard_cut_same_palette,0.133759,0.329774,0.262865,tight,-0.0567
217,22846,761.5333,12:41.533,1.1,Quaternary,hard_cut_same_palette,0.130616,0.327292,0.268108,and,-0.0667
218,22958,765.2667,12:45.267,3.7333,Quaternary,hard_cut_full_frame,0.372585,0.867188,0.84776,for,-0.0233
219,22979,765.9667,12:45.967,0.7,Quaternary,localized_swap_or_pop,0.050363,0.128906,0.126788,some,-0.0433
220,23013,767.1,12:47.100,1.1333,Quaternary,localized_swap_or_pop,0.078494,0.164878,0.138212,to,-0.05
221,23052,768.4,12:48.400,1.3,Quaternary,hard_cut_same_palette,0.118263,0.253437,0.221267,seals,-0.04
222,23088,769.6,12:49.600,1.2,Quaternary,hard_cut_full_frame,0.353743,0.852969,0.788698,while,-0.01
223,23150,771.6667,12:51.667,2.0667,Quaternary,localized_swap_or_pop,0.061165,0.159028,0.11625,exhaust,0.1667
224,23207,773.5667,12:53.567,1.9,Quaternary,hard_cut_same_palette,0.103003,0.255903,0.184878,and,-0.0933
225,23277,775.9,12:55.900,2.3333,Quaternary,hard_cut_same_palette,0.156164,0.402344,0.313056,there,-0.04
226,23360,778.6667,12:58.667,2.7667,Quaternary,hard_cut_full_frame,0.172529,0.442865,0.381493,with,-0.0633
227,23376,779.2,12:59.200,0.5333,Quaternary,hard_cut_same_palette,0.088406,0.223941,0.187066,hunting,-0.01
228,23401,780.0333,13:00.033,0.8333,Quaternary,hard_cut_same_palette,0.066919,0.180122,0.139514,diets,-0.0167
229,23416,780.5333,13:00.533,0.5,Quaternary,hard_cut_same_palette,0.109623,0.309826,0.272552,and,-0.0567
