shot,start_frame,end_frame_exclusive,start_seconds,end_seconds,start_timecode,end_timecode,duration_seconds,chapter,motion_class,sampled_mean_abs_rgb,sampled_changed_fraction,global_translation_total_pct,global_scale_speed_pct_per_s,valid,scale,scale_delta_pct,rotation_deg,translation_x_pct,translation_y_pct,inlier_ratio,residual_mean_abs,residual_changed_fraction
120,12447,12558,414.9,418.6,06:54.900,06:58.600,3.7,Attila the Hun,frozen_hold,0.005015,0.007743,0.0012,0.0001,True,1.000002,0.0002,-0.0,0.0012,-0.0001,0.95826,0.010093,0.015469
121,12558,12623,418.6,420.7667,06:58.600,07:00.767,2.1667,Attila the Hun,frozen_hold,0.00036,0.0,0.0002,0.0,True,1.000001,0.0001,-0.0002,-0.0,-0.0002,0.99852,0.000275,0.0
122,12623,12735,420.7667,424.5,07:00.767,07:04.500,3.7333,Attila the Hun,character_or_graphic_animation,0.030727,0.058923,85.6246,0.0723,False,1.0027,0.27,-89.5378,81.4527,-26.4013,0.82682,0.468233,0.508941
123,12735,12797,424.5,426.5667,07:04.500,07:06.567,2.0667,Attila the Hun,frozen_hold,0.005827,0.016345,0.0071,0.0004,True,1.000008,0.0008,0.002,-0.0015,0.0069,0.97861,0.010522,0.029601
124,12797,13084,426.5667,436.1333,07:06.567,07:16.133,9.5667,Attila the Hun,character_or_graphic_animation,0.036025,0.092795,0.1766,-0.0191,True,0.998168,-0.1832,-0.0833,0.1765,0.0043,0.70455,0.075012,0.213681
125,13084,13180,436.1333,439.3333,07:16.133,07:19.333,3.2,Attila the Hun,character_or_graphic_animation,0.047505,0.09507,0.0035,0.0015,True,1.000049,0.0049,-0.0013,-0.0021,-0.0028,0.8559,0.092754,0.188003
126,13180,13221,439.3333,440.7,07:19.333,07:20.700,1.3667,Attila the Hun,frozen_hold,6.4e-05,0.0,0.0,0.0,True,1.0,0.0,-0.0,0.0,0.0,1.0,4.2e-05,0.0
127,13221,13267,440.7,442.2333,07:20.700,07:22.233,1.5333,Attila the Hun,frozen_hold,0.00345,0.008108,0.0042,-0.0017,True,0.999974,-0.0026,0.0016,0.0007,0.0041,1.0,0.006553,0.016233
128,13267,13351,442.2333,445.0333,07:22.233,07:25.033,2.8,Attila the Hun,character_or_graphic_animation,0.023637,0.080946,1.8948,0.0024,True,1.000067,0.0067,0.2686,-1.8809,0.2294,0.52796,0.068939,0.171476
129,13351,13409,445.0333,446.9667,07:25.033,07:26.967,1.9333,Attila the Hun,frozen_hold,0.002121,0.004418,0.0025,-0.001,True,0.99998,-0.002,0.0003,0.0005,0.0024,0.98498,0.0041,0.008837
130,13409,13567,446.9667,452.2333,07:26.967,07:32.233,5.2667,Attila the Hun,character_or_graphic_animation,0.061489,0.158316,26.1553,-0.2246,True,0.988173,-1.1827,0.8226,22.6672,13.0498,0.37931,0.39273,0.657656
131,13567,13588,452.2333,452.9333,07:32.233,07:32.933,0.7,Attila the Hun,frozen_hold,0.0,0.0,0.0,0.0,True,1.0,0.0,-0.0,0.0,0.0,1.0,1e-06,0.0
132,13588,13675,452.9333,455.8333,07:32.933,07:35.833,2.9,Attila the Hun,frozen_hold,0.003044,0.004141,0.0085,-0.0057,True,0.999834,-0.0166,-0.0022,0.0064,0.0056,0.99855,0.006326,0.008281
133,13675,13693,455.8333,456.4333,07:35.833,07:36.433,0.6,Attila the Hun,character_or_graphic_animation,0.285156,0.698759,24.0167,-0.1133,True,0.99932,-0.068,-0.0291,-24.0167,0.0027,0.92643,0.233565,0.250486
134,13693,13732,456.4333,457.7333,07:36.433,07:37.733,1.3,Eleazar Maccabeus,whole_canvas_slide,0.070344,0.194635,3.1233,-0.0794,True,0.998968,-0.1032,-0.0029,-3.1229,0.0514,0.97811,0.042286,0.062465
135,13732,13825,457.7333,460.8333,07:37.733,07:40.833,3.1,Eleazar Maccabeus,character_or_graphic_animation,0.047781,0.091537,10.0914,0.3946,False,1.012233,1.2233,-1.5489,9.7001,-2.7829,0.29787,0.175873,0.333906
136,13825,13881,460.8333,462.7,07:40.833,07:42.700,1.8667,Eleazar Maccabeus,frozen_hold,0.003617,0.008785,0.0087,0.0034,True,1.000064,0.0064,-0.0002,-0.0071,-0.005,0.99157,0.005371,0.014323
137,13881,13991,462.7,466.3667,07:42.700,07:46.367,3.6667,Eleazar Maccabeus,subtle_local_motion,0.008611,0.014384,0.0072,-0.0014,True,0.999948,-0.0052,-0.0038,0.0069,-0.0022,0.90657,0.017166,0.028767
138,13991,14027,466.3667,467.5667,07:46.367,07:47.567,1.2,Eleazar Maccabeus,frozen_hold,0.000132,0.0,0.0,0.0,True,1.0,0.0,-0.0,0.0,0.0,1.0,7.1e-05,0.0
139,14027,14054,467.5667,468.4667,07:47.567,07:48.467,0.9,Eleazar Maccabeus,frozen_hold,7.9e-05,0.0,0.0,0.0,True,1.0,-0.0,-0.0,0.0,0.0,1.0,6.9e-05,0.0
140,14054,14138,468.4667,471.2667,07:48.467,07:51.267,2.8,Eleazar Maccabeus,frozen_hold,0.000164,0.0,0.002,-0.0004,True,0.999989,-0.0011,0.0016,0.0002,0.002,0.99841,0.000171,0.0
141,14138,14205,471.2667,473.5,07:51.267,07:53.500,2.2333,Eleazar Maccabeus,frozen_hold,0.004587,0.011363,0.0098,-0.0006,True,0.999987,-0.0013,-0.0068,0.0057,-0.008,0.99362,0.007137,0.019618
142,14205,14656,473.5,488.5333,07:53.500,08:08.533,15.0333,Eleazar Maccabeus,character_or_graphic_animation,0.098933,0.260712,0.0362,-0.0045,True,0.999322,-0.0678,0.0027,0.01,0.0348,0.90763,0.092337,0.256632
143,14656,14780,488.5333,492.6667,08:08.533,08:12.667,4.1333,Eleazar Maccabeus,subtle_local_motion,0.00918,0.020599,0.0472,-0.0023,True,0.999904,-0.0096,-0.0321,0.0228,-0.0413,0.98231,0.018414,0.04092
144,14780,14852,492.6667,495.0667,08:12.667,08:15.067,2.4,Eleazar Maccabeus,character_or_graphic_animation,0.021846,0.053038,0.0132,0.0057,True,1.000138,0.0138,-0.004,-0.0069,-0.0113,0.9687,0.027202,0.063142
145,14852,14956,495.0667,498.5333,08:15.067,08:18.533,3.4667,Eleazar Maccabeus,subtle_local_motion,0.009786,0.026632,0.0083,0.0022,True,1.000078,0.0078,0.0031,-0.0061,0.0057,0.97619,0.018612,0.051111
146,14956,15053,498.5333,501.7667,08:18.533,08:21.767,3.2333,Eleazar Maccabeus,frozen_hold,0.004118,0.007248,0.0153,-0.0084,True,0.999728,-0.0272,-0.0052,0.0122,0.0093,0.97576,0.00939,0.014601
147,15053,15369,501.7667,512.3,08:21.767,08:32.300,10.5333,Eleazar Maccabeus,character_or_graphic_animation,0.075112,0.219331,24.9486,0.0162,True,1.001708,0.1708,3.1306,-7.002,23.9459,0.8908,0.32245,0.663438
148,15369,15393,512.3,513.1,08:32.300,08:33.100,0.8,Mithridates VI of Pontus,character_or_graphic_animation,0.38732,0.833481,137.9574,0.6456,False,1.005165,0.5165,-179.655,94.0028,100.9738,0.52632,0.251169,0.558715
149,15393,15450,513.1,515.0,08:33.100,08:35.000,1.9,Mithridates VI of Pontus,frozen_hold,0.000727,0.0,0.0043,-0.0032,True,0.99994,-0.006,0.0008,0.0018,0.0039,0.9975,0.000761,0.0
150,15450,15533,515.0,517.7667,08:35.000,08:37.767,2.7667,Mithridates VI of Pontus,frozen_hold,0.006993,0.011971,0.0299,0.0001,True,1.000002,0.0002,0.0175,-0.0173,0.0244,0.97816,0.015713,0.023976
151,15533,15582,517.7667,519.4,08:37.767,08:39.400,1.6333,Mithridates VI of Pontus,frozen_hold,0.000123,0.0,0.0,0.0,True,1.0,0.0,-0.0,0.0,0.0,1.0,8.7e-05,0.0
152,15582,15652,519.4,521.7333,08:39.400,08:41.733,2.3333,Mithridates VI of Pontus,character_or_graphic_animation,0.022448,0.053985,0.0099,-0.0018,True,0.999959,-0.0041,-0.0025,0.0099,0.0,0.96524,0.045221,0.106753
153,15652,15688,521.7333,522.9333,08:41.733,08:42.933,1.2,Mithridates VI of Pontus,frozen_hold,0.000144,0.0,0.0,0.0,True,1.0,0.0,-0.0,0.0,0.0,0.99926,0.00017,0.0
154,15688,15710,522.9333,523.6667,08:42.933,08:43.667,0.7333,Mithridates VI of Pontus,frozen_hold,8.5e-05,0.0,0.0014,-0.0016,True,0.999988,-0.0012,0.0004,0.0007,0.0012,0.99855,8e-05,0.0
155,15710,15781,523.6667,526.0333,08:43.667,08:46.033,2.3667,Mithridates VI of Pontus,frozen_hold,0.004634,0.008568,0.0023,0.0005,True,1.000011,0.0011,-0.0004,0.0008,0.0022,0.9829,0.009129,0.016649
156,15781,15945,526.0333,531.5,08:46.033,08:51.500,5.4667,Mithridates VI of Pontus,character_or_graphic_animation,0.045294,0.100173,0.0094,0.0026,True,1.000142,0.0142,-0.0011,-0.0023,-0.0091,0.85503,0.082052,0.195712
157,15945,15977,531.5,532.5667,08:51.500,08:52.567,1.0667,Mithridates VI of Pontus,frozen_hold,0.000104,0.0,0.0,0.0,True,1.0,0.0,-0.0,0.0,0.0,0.99729,8.6e-05,0.0
158,15977,15992,532.5667,533.0667,08:52.567,08:53.067,0.5,Mithridates VI of Pontus,frozen_hold,1.7e-05,0.0,0.0,0.0,True,1.0,0.0,-0.0,0.0,0.0,1.0,1.2e-05,0.0
159,15992,16039,533.0667,534.6333,08:53.067,08:54.633,1.5667,Mithridates VI of Pontus,frozen_hold,0.00042,0.0,0.0015,-0.0015,True,0.999976,-0.0024,-0.001,0.0013,-0.0007,0.99926,0.000484,0.0
160,16039,16311,534.6333,543.7,08:54.633,09:03.700,9.0667,Mithridates VI of Pontus,character_or_graphic_animation,0.023097,0.036363,0.0833,-0.0041,True,0.999624,-0.0376,-0.0526,0.0466,-0.0691,0.95714,0.043596,0.074288
161,16311,16337,543.7,544.5667,09:03.700,09:04.567,0.8667,Mithridates VI of Pontus,frozen_hold,7.4e-05,0.0,0.0,0.0,True,1.0,0.0,-0.0,0.0,0.0,0.99858,6.6e-05,0.0
162,16337,16391,544.5667,546.3667,09:04.567,09:06.367,1.8,Mithridates VI of Pontus,frozen_hold,6.9e-05,0.0,0.0011,0.0006,True,1.000011,0.0011,0.0001,-0.0003,-0.0011,0.99926,5.4e-05,0.0
163,16391,16475,546.3667,549.1667,09:06.367,09:09.167,2.8,Mithridates VI of Pontus,frozen_hold,0.004591,0.007673,0.0121,0.0032,True,1.00009,0.009,0.0011,-0.0021,-0.0119,0.98154,0.010005,0.015208
164,16475,16553,549.1667,551.7667,09:09.167,09:11.767,2.6,Mithridates VI of Pontus,frozen_hold,0.001608,0.004228,0.0391,-0.0039,True,0.999899,-0.0101,-0.0263,0.022,-0.0323,0.98534,0.003811,0.007882
165,16553,16587,551.7667,552.9,09:11.767,09:12.900,1.1333,Mithridates VI of Pontus,character_or_graphic_animation,0.05089,0.099939,27.6839,0.3736,True,1.004234,0.4234,-0.0366,27.6832,-0.2015,0.68069,0.30169,0.415451
166,16587,16793,552.9,559.7667,09:12.900,09:19.767,6.8667,Mithridates VI of Pontus,character_or_graphic_animation,0.030452,0.076276,0.0823,-0.0045,True,0.999693,-0.0307,0.0429,0.0131,0.0813,0.87,0.049799,0.119028
167,16793,16868,559.7667,562.2667,09:19.767,09:22.267,2.5,Mithridates VI of Pontus,character_or_graphic_animation,0.02922,0.062396,0.0191,-0.0085,True,0.999788,-0.0212,0.0073,0.0035,0.0188,0.88362,0.059583,0.124444
168,16868,16917,562.2667,563.9,09:22.267,09:23.900,1.6333,Mithridates VI of Pontus,frozen_hold,0.002053,0.004635,0.0037,-0.0017,True,0.999972,-0.0028,0.0013,0.0015,0.0034,0.9941,0.003702,0.008941
169,16917,17031,563.9,567.7,09:23.900,09:27.700,3.8,Mithridates VI of Pontus,subtle_local_motion,0.011565,0.019514,0.0152,0.0047,True,1.000179,0.0179,-0.0057,-0.0044,-0.0145,0.99447,0.021188,0.039028
170,17031,17280,567.7,576.0,09:27.700,09:36.000,8.3,Mithridates VI of Pontus,character_or_graphic_animation,0.09015,0.226181,0.0073,0.001,True,1.000086,0.0086,0.0041,-0.0059,0.0043,0.9777,0.020272,0.04967
171,17280,17302,576.0,576.7333,09:36.000,09:36.733,0.7333,Frederick I (Barbarossa),character_or_graphic_animation,0.242917,0.5421,30.4915,-0.2344,True,0.998281,-0.1719,-0.0164,-30.4915,0.0348,0.91679,0.226004,0.309826
172,17302,17353,576.7333,578.4333,09:36.733,09:38.433,1.7,Frederick I (Barbarossa),frozen_hold,0.004043,0.004653,0.0091,-0.0001,True,0.999998,-0.0002,0.0001,-0.0091,-0.0003,0.9892,0.006526,0.006979
173,17353,17533,578.4333,584.4333,09:38.433,09:44.433,6.0,Frederick I (Barbarossa),character_or_graphic_animation,0.114437,0.225581,0.4147,-0.0315,True,0.998112,-0.1888,-0.2783,0.2455,-0.3342,0.91304,0.120559,0.244809
174,17533,17616,584.4333,587.2,09:44.433,09:47.200,2.7667,Frederick I (Barbarossa),frozen_hold,0.005613,0.012275,0.0196,0.0045,True,1.000124,0.0124,-0.0098,0.002,-0.0195,0.98403,0.009405,0.024097
175,17616,17712,587.2,590.4,09:47.200,09:50.400,3.2,Frederick I (Barbarossa),frozen_hold,0.002677,0.007647,0.0061,-0.0015,True,0.999952,-0.0048,-0.0048,0.0042,-0.0044,1.0,0.005147,0.015295
176,17712,17837,590.4,594.5667,09:50.400,09:54.567,4.1667,Frederick I (Barbarossa),character_or_graphic_animation,0.029837,0.073134,0.0571,-0.0083,True,0.999654,-0.0346,-0.0255,0.026,-0.0508,0.94815,0.058149,0.146406
177,17837,17932,594.5667,597.7333,09:54.567,09:57.733,3.1667,Frederick I (Barbarossa),frozen_hold,0.00146,0.001927,0.0039,0.0015,True,1.000048,0.0048,-0.0019,-0.0005,-0.0039,0.99524,0.002714,0.003872
178,17932,17974,597.7333,599.1333,09:57.733,09:59.133,1.4,Frederick I (Barbarossa),character_or_graphic_animation,0.017254,0.034557,0.0,0.0,True,1.0,0.0,-0.0,0.0,0.0,0.99127,0.03475,0.069149
179,17974,18039,599.1333,601.3,09:59.133,10:01.300,2.1667,Frederick I (Barbarossa),frozen_hold,0.003272,0.006554,0.0007,0.0005,True,1.00001,0.001,-0.0002,-0.0003,-0.0006,0.9984,0.005448,0.013108
180,18039,18097,601.3,603.2333,10:01.300,10:03.233,1.9333,Frederick I (Barbarossa),frozen_hold,2.8e-05,0.0,0.0021,0.0,True,1.0,0.0,-0.001,0.0004,-0.0021,0.99905,5e-05,0.0
181,18097,18129,603.2333,604.3,10:03.233,10:04.300,1.0667,Frederick I (Barbarossa),frozen_hold,7.8e-05,0.0,0.0,0.0,True,1.0,0.0,-0.0,0.0,0.0,0.99921,6.8e-05,0.0
182,18129,18167,604.3,605.5667,10:04.300,10:05.567,1.2667,Frederick I (Barbarossa),frozen_hold,3.8e-05,0.0,0.0,0.0,True,1.0,0.0,-0.0,0.0,0.0,1.0,4.3e-05,0.0
183,18167,18386,605.5667,612.8667,10:05.567,10:12.867,7.3,Frederick I (Barbarossa),character_or_graphic_animation,0.055536,0.118776,0.0774,0.0119,True,1.000872,0.0872,-0.0012,-0.025,-0.0733,0.61538,0.049249,0.119479
184,18386,18452,612.8667,615.0667,10:12.867,10:15.067,2.2,Frederick I (Barbarossa),character_or_graphic_animation,0.013038,0.058923,0.0346,0.0055,True,1.000122,0.0122,-0.0189,-0.0004,-0.0346,0.98341,0.006387,0.013316
185,18452,18478,615.0667,615.9333,10:15.067,10:15.933,0.8667,Frederick I (Barbarossa),short_graphic_sting,0.008031,0.02375,0.0,0.0,True,1.0,0.0,-0.0,0.0,0.0,0.99497,0.015318,0.046649
186,18478,18565,615.9333,618.8333,10:15.933,10:18.833,2.9,Frederick I (Barbarossa),frozen_hold,9.9e-05,0.0,0.0007,-0.0001,True,0.999996,-0.0004,0.0003,-0.0002,0.0007,0.99856,0.00011,0.0
187,18565,18611,618.8333,620.3667,10:18.833,10:20.367,1.5333,Frederick I (Barbarossa),frozen_hold,3.8e-05,0.0,0.0,0.0,True,1.0,0.0,-0.0,0.0,0.0,1.0,2.9e-05,0.0
188,18611,18633,620.3667,621.1,10:20.367,10:21.100,0.7333,Blackbeard,character_or_graphic_animation,0.226983,0.556754,29.3525,0.0023,True,1.000017,0.0017,-0.0118,-29.3525,-0.0367,0.94412,0.204967,0.277465
189,18633,18648,621.1,621.6,10:21.100,10:21.600,0.5,Blackbeard,character_or_graphic_animation,0.020554,0.074349,0.1631,-0.0762,True,0.999619,-0.0381,0.0137,-0.159,0.0365,0.96764,0.020226,0.065417
190,18648,18785,621.6,626.1667,10:21.600,10:26.167,4.5667,Blackbeard,frozen_hold,0.007368,0.012942,0.0184,-0.0043,True,0.999805,-0.0195,-0.0065,0.0165,-0.0081,0.97738,0.014887,0.023542
191,18785,18986,626.1667,632.8667,10:26.167,10:32.867,6.7,Blackbeard,subtle_local_motion,0.008302,0.026189,0.0012,0.0013,True,1.000087,0.0087,0.0001,0.0012,0.0002,0.91235,0.014748,0.046493
192,18986,19047,632.8667,634.9,10:32.867,10:34.900,2.0333,Blackbeard,frozen_hold,0.005499,0.010911,0.0116,0.0074,True,1.00015,0.015,0.0053,-0.0115,-0.0011,0.98848,0.009279,0.021823
193,19047,19089,634.9,636.3,10:34.900,10:36.300,1.4,Blackbeard,frozen_hold,0.000234,0.0,0.0,0.0,True,1.0,0.0,-0.0,0.0,0.0,1.0,0.000183,0.0
194,19089,19145,636.3,638.1667,10:36.300,10:38.167,1.8667,Blackbeard,frozen_hold,0.00013,0.0,0.0001,-0.0001,True,0.999999,-0.0001,0.0002,0.0001,0.0001,0.99911,8.8e-05,0.0
195,19145,19259,638.1667,641.9667,10:38.167,10:41.967,3.8,Blackbeard,frozen_hold,0.004701,0.019045,0.0199,-0.0034,True,0.99987,-0.013,0.003,0.0031,0.0197,0.96481,0.009464,0.034705
196,19259,19310,641.9667,643.6667,10:41.967,10:43.667,1.7,Blackbeard,subtle_local_motion,0.008641,0.024279,0.0052,-0.0088,True,0.999851,-0.0149,0.0022,0.0027,0.0045,0.97637,0.017239,0.046302
197,19310,19401,643.6667,646.7,10:43.667,10:46.700,3.0333,Blackbeard,frozen_hold,0.006886,0.011997,0.0594,0.0018,True,1.000055,0.0055,0.0349,-0.0225,0.055,0.98992,0.013609,0.021684
198,19401,19585,646.7,652.8333,10:46.700,10:52.833,6.1333,Blackbeard,character_or_graphic_animation,0.020526,0.054115,0.0554,-0.0067,True,0.99959,-0.041,0.036,-0.0103,0.0544,1.0,0.043664,0.110503
199,19585,19623,652.8333,654.1,10:52.833,10:54.100,1.2667,Blackbeard,frozen_hold,0.004629,0.007014,0.0084,-0.0069,True,0.999913,-0.0087,0.0028,0.0022,0.0081,0.98973,0.009421,0.01401
200,19623,19660,654.1,655.3333,10:54.100,10:55.333,1.2333,Blackbeard,frozen_hold,0.000194,0.0,0.0028,-0.0011,True,0.999987,-0.0013,0.0019,-0.0004,0.0028,0.99779,0.000117,0.0
201,19660,19736,655.3333,657.8667,10:55.333,10:57.867,2.5333,Blackbeard,frozen_hold,0.002144,0.00428,0.0,0.0,True,1.0,0.0,-0.0,0.0,0.0,0.9961,0.002744,0.006649
202,19736,20286,657.8667,676.2,10:57.867,11:16.200,18.3333,Blackbeard,character_or_graphic_animation,0.101267,0.200434,0.0183,0.0011,True,1.00021,0.021,-0.0047,-0.0083,-0.0163,0.69208,0.093061,0.168993
203,20286,20401,676.2,680.0333,11:16.200,11:20.033,3.8333,Blackbeard,subtle_local_motion,0.013193,0.024922,0.0371,0.0109,True,1.000419,0.0419,0.0049,-0.0335,-0.0159,0.975,0.023291,0.046528
204,20401,20415,680.0333,680.5,11:20.033,11:20.500,0.4667,Audie Murphy,character_or_graphic_animation,0.201357,0.505712,14.5509,-0.1099,True,0.999487,-0.0513,-0.0027,-14.5509,0.0286,0.95849,0.147091,0.192083
205,20415,20442,680.5,681.4,11:20.500,11:21.400,0.9,Audie Murphy,whole_canvas_slide,0.091295,0.20283,10.9334,-0.0192,True,0.999827,-0.0173,-0.0029,-10.9334,0.0253,0.97164,0.114848,0.116597
206,20442,20465,681.4,682.1667,11:21.400,11:22.167,0.7667,Audie Murphy,frozen_hold,1.2e-05,0.0,0.0,0.0,True,1.0,0.0,-0.0,0.0,0.0,1.0,2.3e-05,0.0
207,20465,20592,682.1667,686.4,11:22.167,11:26.400,4.2333,Audie Murphy,subtle_local_motion,0.012364,0.02888,0.0075,-0.0016,True,0.999933,-0.0067,0.0017,0.0053,0.0053,0.90542,0.022971,0.057622
208,20592,20716,686.4,690.5333,11:26.400,11:30.533,4.1333,Audie Murphy,frozen_hold,0.006372,0.010582,0.0351,0.0063,True,1.000259,0.0259,0.0264,-0.0322,0.0139,0.99128,0.014081,0.021476
209,20716,20796,690.5333,693.2,11:30.533,11:33.200,2.6667,Audie Murphy,frozen_hold,0.001211,0.003238,0.0096,-0.0023,True,0.999939,-0.0061,0.0044,-0.0027,0.0092,0.9924,0.002097,0.006024
210,20796,20962,693.2,698.7333,11:33.200,11:38.733,5.5333,Audie Murphy,character_or_graphic_animation,0.065782,0.164323,0.0572,0.0152,True,1.000842,0.0842,-0.0558,0.0002,-0.0572,0.73913,0.133361,0.337969
211,20962,21053,698.7333,701.7667,11:38.733,11:41.767,3.0333,Audie Murphy,character_or_graphic_animation,0.069531,0.159844,0.0312,0.0102,True,1.000309,0.0309,0.0185,-0.0276,-0.0146,0.91429,0.056066,0.124618
212,21053,21564,701.7667,718.8,11:41.767,11:58.800,17.0333,Audie Murphy,character_or_graphic_animation,0.110981,0.26697,0.04,-0.0014,True,0.999758,-0.0242,0.0191,0.0072,0.0393,0.96008,0.069902,0.207517
213,21564,21622,718.8,720.7333,11:58.800,12:00.733,1.9333,Audie Murphy,character_or_graphic_animation,0.049313,0.107595,0.0931,0.0137,True,1.000265,0.0265,-0.0424,0.0069,-0.0928,0.75063,0.096664,0.216094
214,21622,21685,720.7333,722.8333,12:00.733,12:02.833,2.1,Audie Murphy,frozen_hold,0.001314,0.002544,0.0364,0.0013,True,1.000028,0.0028,-0.013,0.0039,-0.0362,0.98941,0.003663,0.005069
215,21685,21753,722.8333,725.1,12:02.833,12:05.100,2.2667,Audie Murphy,frozen_hold,0.002475,0.006624,0.0124,-0.0004,True,0.999992,-0.0008,-0.0059,0.0013,-0.0123,0.99819,0.004249,0.012969
216,21753,21868,725.1,728.9333,12:05.100,12:08.933,3.8333,Audie Murphy,frozen_hold,0.005628,0.008897,0.0013,0.0,True,1.000001,0.0001,-0.0008,0.0009,-0.0009,0.99682,0.011307,0.017795
217,21868,21986,728.9333,732.8667,12:08.933,12:12.867,3.9333,Audie Murphy,subtle_local_motion,0.024474,0.039357,0.0,0.0,False,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
218,21986,22066,732.8667,735.5333,12:12.867,12:15.533,2.6667,Audie Murphy,character_or_graphic_animation,0.021646,0.060373,29.6756,-0.0347,True,0.999075,-0.0925,-0.0074,-29.5875,-2.2851,0.94146,0.216099,0.369774
219,22066,22120,735.5333,737.3333,12:15.533,12:17.333,1.8,Audie Murphy,character_or_graphic_animation,0.01561,0.052743,29.4421,0.0397,True,1.000714,0.0714,0.0337,-29.4421,0.0056,0.90909,0.240267,0.564323
220,22120,22233,737.3333,741.1,12:17.333,12:21.100,3.7667,Audie Murphy,character_or_graphic_animation,0.032366,0.108872,0.0,0.0,False,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
221,22233,22319,741.1,743.9667,12:21.100,12:23.967,2.8667,Audie Murphy,character_or_graphic_animation,0.048555,0.082578,0.0,0.0,False,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
222,22319,22370,743.9667,745.6667,12:23.967,12:25.667,1.7,Audie Murphy,frozen_hold,0.000541,0.0,0.0007,0.0001,True,1.000001,0.0001,-0.0005,0.0003,-0.0006,0.99929,0.000171,0.0
223,22370,22518,745.6667,750.6,12:25.667,12:30.600,4.9333,Audie Murphy,character_or_graphic_animation,0.053508,0.109349,0.0,0.0,False,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
224,22518,22708,750.6,756.9333,12:30.600,12:36.933,6.3333,Audie Murphy,frozen_hold,6.1e-05,0.0,0.0027,0.0005,True,1.000032,0.0032,0.0003,-0.0027,-0.0005,1.0,0.00012,0.0
