shot,start_frame,end_frame_exclusive,start_seconds,end_seconds,start_timecode,end_timecode,duration_seconds,chapter,motion_class,sampled_mean_abs_rgb,sampled_changed_fraction,global_translation_total_pct,global_scale_speed_pct_per_s,valid,scale,scale_delta_pct,rotation_deg,translation_x_pct,translation_y_pct,inlier_ratio,residual_mean_abs,residual_changed_fraction
55,5573,5653,185.7667,188.4333,03:05.767,03:08.433,2.6667,Emperor Valerian,frozen_hold,0.005959,0.020581,0.0161,0.0087,True,1.000232,0.0232,0.0108,-0.0139,-0.0082,0.96889,0.012812,0.041076
56,5653,5806,188.4333,193.5333,03:08.433,03:13.533,5.1,Emperor Valerian,character_or_graphic_animation,0.021092,0.055486,0.0,0.0,False,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
57,5806,5866,193.5333,195.5333,03:13.533,03:15.533,2.0,Emperor Valerian,character_or_graphic_animation,0.114631,0.283324,36.4252,-0.0355,True,0.99929,-0.071,0.0101,-36.4251,0.0834,0.91228,0.361384,0.383681
58,5866,5903,195.5333,196.7667,03:15.533,03:16.767,1.2333,Gen. John Sedgwick,frozen_hold,0.001665,0.005052,0.0087,-0.0024,True,0.999971,-0.0029,0.0048,0.0003,0.0087,0.99545,0.00301,0.009861
59,5903,6005,196.7667,200.1667,03:16.767,03:20.167,3.4,Gen. John Sedgwick,subtle_local_motion,0.012335,0.020269,0.0071,0.0011,True,1.000038,0.0038,-0.0013,-0.0059,-0.004,0.98004,0.024295,0.040538
60,6005,6055,200.1667,201.8333,03:20.167,03:21.833,1.6667,Gen. John Sedgwick,frozen_hold,0.000278,0.0,0.0013,-0.0001,True,0.999998,-0.0002,0.0008,-0.0003,0.0013,0.99929,0.000152,0.0
61,6055,6072,201.8333,202.4,03:21.833,03:22.400,0.5667,Gen. John Sedgwick,frozen_hold,3.2e-05,0.0,0.0,0.0,True,1.0,0.0,-0.0,0.0,0.0,1.0,1.9e-05,0.0
62,6072,6167,202.4,205.5667,03:22.400,03:25.567,3.1667,Gen. John Sedgwick,frozen_hold,0.000541,0.0,0.0027,0.0007,True,1.000021,0.0021,0.0022,-0.0018,0.002,0.99784,0.000643,0.0
63,6167,6205,205.5667,206.8333,03:25.567,03:26.833,1.2667,Gen. John Sedgwick,frozen_hold,0.001885,0.005226,0.0096,-0.0032,True,0.99996,-0.004,0.004,-0.0017,0.0094,0.99841,0.002602,0.009514
64,6205,6248,206.8333,208.2667,03:26.833,03:28.267,1.4333,Gen. John Sedgwick,frozen_hold,0.000121,0.0,0.0,0.0,True,1.0,0.0,-0.0,0.0,0.0,0.99927,0.000144,0.0
65,6248,6443,208.2667,214.7667,03:28.267,03:34.767,6.5,Gen. John Sedgwick,character_or_graphic_animation,0.023147,0.04467,0.011,0.0007,True,1.000044,0.0044,0.0047,-0.0044,0.0101,0.95952,0.042736,0.084028
66,6443,6532,214.7667,217.7333,03:34.767,03:37.733,2.9667,Gen. John Sedgwick,frozen_hold,0.00246,0.005391,0.0099,-0.0044,True,0.99987,-0.013,-0.0013,0.0076,0.0064,0.99138,0.004804,0.010764
67,6532,6598,217.7333,219.9333,03:37.733,03:39.933,2.2,Gen. John Sedgwick,frozen_hold,0.002048,0.005521,0.0022,-0.0012,True,0.999973,-0.0027,-0.0008,0.002,-0.0008,0.99925,0.002644,0.010243
68,6598,7204,219.9333,240.1333,03:39.933,04:00.133,20.2,Gen. John Sedgwick,character_or_graphic_animation,0.062671,0.107952,0.0147,0.0006,True,1.000117,0.0117,-0.001,-0.0093,-0.0114,0.87139,0.088198,0.152257
69,7204,7337,240.1333,244.5667,04:00.133,04:04.567,4.4333,Gen. John Sedgwick,character_or_graphic_animation,0.020666,0.047005,0.005,-0.0001,True,0.999994,-0.0006,-0.008,0.0039,-0.0032,1.0,0.04243,0.094167
70,7337,7361,244.5667,245.3667,04:04.567,04:05.367,0.8,Oleg of Novgorod,character_or_graphic_animation,0.367116,0.797508,153.7559,-7.421,False,0.940632,-5.9368,113.1803,35.8655,149.5144,0.15,0.495402,0.781215
71,7361,7396,245.3667,246.5333,04:05.367,04:06.533,1.1667,Oleg of Novgorod,frozen_hold,0.000347,0.0,0.0074,0.0014,True,1.000016,0.0016,-0.0019,-0.0005,-0.0074,0.99752,0.000325,0.0
72,7396,7492,246.5333,249.7333,04:06.533,04:09.733,3.2,Oleg of Novgorod,character_or_graphic_animation,0.042557,0.069765,0.0492,-0.0108,True,0.999654,-0.0346,-0.0348,0.031,-0.0382,0.86833,0.085973,0.141545
73,7492,7563,249.7333,252.1,04:09.733,04:12.100,2.3667,Oleg of Novgorod,frozen_hold,1.7e-05,0.0,0.0,0.0,True,1.0,0.0,-0.0,0.0,0.0,0.999,1.3e-05,0.0
74,7563,7657,252.1,255.2333,04:12.100,04:15.233,3.1333,Oleg of Novgorod,subtle_local_motion,0.01173,0.023481,0.0241,-0.0148,True,0.999536,-0.0464,-0.0073,0.02,0.0135,0.96711,0.024935,0.049201
75,7657,7733,255.2333,257.7667,04:15.233,04:17.767,2.5333,Oleg of Novgorod,frozen_hold,0.00038,0.0,0.0082,-0.0019,True,0.999953,-0.0047,0.0025,0.0012,0.0081,0.99689,0.000136,0.0
76,7733,7854,257.7667,261.8,04:17.767,04:21.800,4.0333,Oleg of Novgorod,frozen_hold,0.003363,0.009288,0.0079,-0.0033,True,0.999866,-0.0134,-0.0009,0.0054,0.0057,0.99483,0.005032,0.014392
77,7854,7869,261.8,262.3,04:21.800,04:22.300,0.5,Oleg of Novgorod,frozen_hold,0.000104,0.0,0.0,0.0,False,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
78,7869,7927,262.3,264.2333,04:22.300,04:24.233,1.9333,Oleg of Novgorod,frozen_hold,0.000129,0.0,0.0036,0.0003,True,1.000006,0.0006,-0.0016,0.0006,-0.0035,0.99917,0.000112,0.0
79,7927,8079,264.2333,269.3,04:24.233,04:29.300,5.0667,Oleg of Novgorod,character_or_graphic_animation,0.072011,0.151962,0.0,0.0,True,1.0,0.0,-0.0,0.0,0.0,0.81132,0.114033,0.230208
80,8079,8143,269.3,271.4333,04:29.300,04:31.433,2.1333,Oleg of Novgorod,frozen_hold,0.004332,0.008698,0.0067,-0.0015,True,0.999968,-0.0032,0.0028,0.0001,0.0067,0.99722,0.007173,0.017396
81,8143,8261,271.4333,275.3667,04:31.433,04:35.367,3.9333,Oleg of Novgorod,character_or_graphic_animation,0.062971,0.133516,21.7334,0.0116,True,1.000457,0.0457,0.059,21.7332,0.0846,0.88889,0.230615,0.326875
82,8261,8426,275.3667,280.8667,04:35.367,04:40.867,5.5,Oleg of Novgorod,character_or_graphic_animation,0.05044,0.080695,172.8934,29.1453,False,2.602989,160.2989,-92.5785,161.916,-60.6246,0.3,0.270965,0.407187
83,8426,8532,280.8667,284.4,04:40.867,04:44.400,3.5333,Oleg of Novgorod,character_or_graphic_animation,0.019196,0.035703,0.0052,0.0006,True,1.000022,0.0022,0.0023,-0.0016,0.005,0.97905,0.037729,0.071128
84,8532,8625,284.4,287.5,04:44.400,04:47.500,3.1,Oleg of Novgorod,character_or_graphic_animation,0.048312,0.150304,0.0661,-0.0239,True,0.999258,-0.0742,-0.0095,0.0658,-0.0059,0.74953,0.051964,0.17533
85,8625,8648,287.5,288.2667,04:47.500,04:48.267,0.7667,Oleg of Novgorod,frozen_hold,0.000138,0.0,0.0157,-0.0227,True,0.999826,-0.0174,-0.0071,0.0157,0.0007,0.9913,0.000788,0.0
86,8648,8985,288.2667,299.5,04:48.267,04:59.500,11.2333,Oleg of Novgorod,character_or_graphic_animation,0.060136,0.12316,192.2302,-0.0612,False,0.993122,-0.6878,79.3834,-10.585,191.9386,0.46988,0.595943,0.798941
87,8985,9008,299.5,300.2667,04:59.500,05:00.267,0.7667,Oleg of Novgorod,character_or_graphic_animation,0.298513,0.694843,31.6348,-0.0704,True,0.99946,-0.054,-0.0015,-31.6348,0.0296,0.92505,0.207641,0.343056
88,9008,9036,300.2667,301.2,05:00.267,05:01.200,0.9333,Qin Shi Huang,frozen_hold,0.001419,0.000147,0.0014,0.0012,True,1.000011,0.0011,-0.0011,0.0012,-0.0008,0.99761,0.001744,0.000451
89,9036,9087,301.2,302.9,05:01.200,05:02.900,1.7,Qin Shi Huang,frozen_hold,0.003312,0.006484,0.0047,0.0033,True,1.000056,0.0056,0.0027,-0.0047,-0.0003,0.99671,0.00549,0.012969
90,9087,9197,302.9,306.5667,05:02.900,05:06.567,3.6667,Qin Shi Huang,subtle_local_motion,0.008089,0.017778,0.0313,0.0041,True,1.000152,0.0152,-0.0053,0.0015,-0.0313,0.97748,0.015859,0.034861
91,9197,9207,306.5667,306.9,05:06.567,05:06.900,0.3333,Qin Shi Huang,frozen_hold,7e-06,0.0,0.0,0.0,True,1.0,0.0,-0.0,0.0,0.0,1.0,2e-06,0.0
92,9207,9264,306.9,308.8,05:06.900,05:08.800,1.9,Qin Shi Huang,frozen_hold,0.000746,0.0,0.0013,-0.0004,True,0.999993,-0.0007,0.0001,0.0004,-0.0012,0.99481,0.00082,0.0
93,9264,9399,308.8,313.3,05:08.800,05:13.300,4.5,Qin Shi Huang,character_or_graphic_animation,0.027737,0.078368,0.1873,-0.0199,True,0.999106,-0.0894,0.007,0.0039,0.1873,0.88235,0.06596,0.20151
94,9399,9557,313.3,318.5667,05:13.300,05:18.567,5.2667,Qin Shi Huang,character_or_graphic_animation,0.021964,0.054262,0.0043,0.0006,True,1.000033,0.0033,0.0016,-0.0034,0.0026,0.89151,0.041793,0.108524
95,9557,9739,318.5667,324.6333,05:18.567,05:24.633,6.0667,Qin Shi Huang,character_or_graphic_animation,0.033453,0.087848,0.0374,-0.0072,True,0.999561,-0.0439,-0.0157,0.0345,-0.0144,0.98874,0.067175,0.172049
96,9739,9763,324.6333,325.4333,05:24.633,05:25.433,0.8,Qin Shi Huang,frozen_hold,0.0,0.0,0.0,0.0,True,1.0,0.0,-0.0,0.0,0.0,1.0,0.0,0.0
97,9763,9811,325.4333,327.0333,05:25.433,05:27.033,1.6,Qin Shi Huang,frozen_hold,0.002755,0.003325,0.0043,0.0008,True,1.000013,0.0013,-0.0011,-0.0008,-0.0042,0.99629,0.004966,0.006649
98,9811,9923,327.0333,330.7667,05:27.033,05:30.767,3.7333,Qin Shi Huang,character_or_graphic_animation,0.017164,0.030382,0.0539,0.0106,True,1.000394,0.0394,0.037,-0.0486,0.0232,0.97357,0.036621,0.062031
99,9923,10016,330.7667,333.8667,05:30.767,05:33.867,3.1,Qin Shi Huang,subtle_local_motion,0.008735,0.015252,0.0061,0.0033,True,1.000101,0.0101,0.0044,-0.0057,0.0023,0.96269,0.017221,0.030469
100,10016,10387,333.8667,346.2333,05:33.867,05:46.233,12.3667,Qin Shi Huang,character_or_graphic_animation,0.064065,0.170851,0.0,0.0,False,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
101,10387,10471,346.2333,349.0333,05:46.233,05:49.033,2.8,Qin Shi Huang,subtle_local_motion,0.015533,0.0173,0.0032,-0.0012,True,0.999966,-0.0034,-0.0006,0.003,0.001,0.99773,0.030977,0.034601
102,10471,10555,349.0333,351.8333,05:49.033,05:51.833,2.8,Qin Shi Huang,character_or_graphic_animation,0.028937,0.078897,0.0297,0.0139,True,1.000389,0.0389,0.0151,-0.0297,0.001,0.98614,0.058763,0.157778
103,10555,10642,351.8333,354.7333,05:51.833,05:54.733,2.9,Qin Shi Huang,frozen_hold,0.000152,0.0,0.0,0.0,True,1.0,0.0,-0.0,0.0,0.0,0.99921,0.000226,0.0
104,10642,10718,354.7333,357.2667,05:54.733,05:57.267,2.5333,Qin Shi Huang,character_or_graphic_animation,0.044641,0.082639,19.4834,0.048,True,1.001216,0.1216,0.0496,-19.4833,0.0481,0.8467,0.174713,0.288038
105,10718,10857,357.2667,361.9,05:57.267,06:01.900,4.6333,Qin Shi Huang,character_or_graphic_animation,0.06198,0.114036,15.3229,0.0047,True,1.000219,0.0219,0.0079,-15.3229,0.0097,0.776,0.184021,0.288507
106,10857,10939,361.9,364.6333,06:01.900,06:04.633,2.7333,Qin Shi Huang,character_or_graphic_animation,0.009725,0.036328,0.0,0.0,True,1.0,0.0,-0.0,0.0,0.0,0.88421,0.020736,0.072535
107,10939,11023,364.6333,367.4333,06:04.633,06:07.433,2.8,Qin Shi Huang,frozen_hold,0.002954,0.008186,0.0123,0.001,True,1.000027,0.0027,0.0033,-0.0009,0.0123,0.98197,0.004519,0.015729
108,11023,11045,367.4333,368.1667,06:07.433,06:08.167,0.7333,Attila the Hun,character_or_graphic_animation,0.289882,0.728203,29.7207,-0.056,True,0.999589,-0.0411,-0.0129,-29.7207,-0.0043,0.91638,0.180189,0.332517
109,11045,11072,368.1667,369.0667,06:08.167,06:09.067,0.9,Attila the Hun,frozen_hold,0.004819,0.005834,0.0106,-0.0089,True,0.99992,-0.008,0.0031,-0.0049,0.0094,0.99424,0.008379,0.008767
110,11072,11143,369.0667,371.4333,06:09.067,06:11.433,2.3667,Attila the Hun,frozen_hold,0.004472,0.006857,0.0043,-0.002,True,0.999953,-0.0047,0.0002,0.0027,0.0034,1.0,0.009163,0.013715
111,11143,11307,371.4333,376.9,06:11.433,06:16.900,5.4667,Attila the Hun,character_or_graphic_animation,0.08649,0.222882,0.0158,-0.0033,True,0.999819,-0.0181,0.0036,-0.0097,0.0125,0.4902,0.08836,0.231372
112,11307,11402,376.9,380.0667,06:16.900,06:20.067,3.1667,Attila the Hun,frozen_hold,0.000404,0.0,0.0025,0.0015,True,1.000046,0.0046,-0.0001,-0.0018,-0.0017,0.9985,0.000308,0.0
113,11402,11486,380.0667,382.8667,06:20.067,06:22.867,2.8,Attila the Hun,character_or_graphic_animation,0.031241,0.06737,0.0177,0.0004,True,1.00001,0.001,-0.0111,0.0048,-0.017,0.96603,0.058137,0.118646
114,11486,11785,382.8667,392.8333,06:22.867,06:32.833,9.9667,Attila the Hun,character_or_graphic_animation,0.081602,0.159957,5.8572,-0.4906,True,0.951106,-4.8894,0.099,-5.5137,1.9762,0.75207,0.188361,0.362031
115,11785,12012,392.8333,400.4,06:32.833,06:40.400,7.5667,Attila the Hun,subtle_local_motion,0.011509,0.02566,0.0497,-0.0031,True,0.999766,-0.0234,-0.0208,0.0282,-0.0409,0.96667,0.022953,0.053437
116,12012,12052,400.4,401.7333,06:40.400,06:41.733,1.3333,Attila the Hun,frozen_hold,9e-06,0.0,0.0,0.0,True,1.0,0.0,-0.0,0.0,0.0,1.0,1.8e-05,0.0
117,12052,12291,401.7333,409.7,06:41.733,06:49.700,7.9667,Attila the Hun,character_or_graphic_animation,0.055868,0.102969,0.0,0.0,False,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
118,12291,12377,409.7,412.5667,06:49.700,06:52.567,2.8667,Attila the Hun,frozen_hold,0.000134,0.0,0.0,0.0,True,1.0,0.0,0.0,0.0,0.0,0.99922,0.000112,0.0
119,12377,12447,412.5667,414.9,06:52.567,06:54.900,2.3333,Attila the Hun,subtle_local_motion,0.008193,0.012856,0.0037,0.0039,True,1.00009,0.009,0.0012,-0.0026,0.0027,0.98515,0.016572,0.025712
