shot,start_frame,end_frame_exclusive,start_seconds,end_seconds,start_timecode,end_timecode,duration_seconds,chapter,motion_class,sampled_mean_abs_rgb,sampled_changed_fraction,global_translation_total_pct,global_scale_speed_pct_per_s,valid,scale,scale_delta_pct,rotation_deg,translation_x_pct,translation_y_pct,inlier_ratio,residual_mean_abs,residual_changed_fraction
65,6647,6673,221.5667,222.4333,03:41.567,03:42.433,0.8667,The Viral Thief,frozen_hold,0.000292,0.0,0.0027,0.0002,True,1.000002,0.0002,-0.0018,0.0009,-0.0025,0.99777,0.000295,0.0
66,6673,6768,222.4333,225.6,03:42.433,03:45.600,3.1667,The Viral Thief,character_or_graphic_animation,0.015074,0.046025,0.0,0.0,True,1.0,0.0,-0.0,0.0,0.0,0.62651,0.022773,0.079583
67,6768,6789,225.6,226.3,03:45.600,03:46.300,0.7,The Viral Thief,character_or_graphic_animation,0.263694,0.531892,29.8248,-0.0546,True,0.999618,-0.0382,-0.0123,-29.8248,-0.003,0.93651,0.299694,0.353212
68,6789,6844,226.3,228.1333,03:46.300,03:48.133,1.8333,The Ecole-Valentin Incident,character_or_graphic_animation,0.024553,0.06546,0.3977,-0.0038,True,0.99993,-0.007,0.0066,-0.3974,0.0144,0.96024,0.013746,0.049149
69,6844,6915,228.1333,230.5,03:48.133,03:50.500,2.3667,The Ecole-Valentin Incident,frozen_hold,5e-06,0.0,0.0,0.0,True,1.0,0.0,-0.0,0.0,0.0,1.0,1e-06,0.0
70,6915,6985,230.5,232.8333,03:50.500,03:52.833,2.3333,The Ecole-Valentin Incident,character_or_graphic_animation,0.01704,0.03079,0.0153,-0.0041,True,0.999904,-0.0096,0.0044,0.0032,0.015,0.99894,0.034583,0.061354
71,6985,7019,232.8333,233.9667,03:52.833,03:53.967,1.1333,The Ecole-Valentin Incident,frozen_hold,0.000191,0.0,0.0023,0.0004,True,1.000004,0.0004,-0.0012,-0.0002,-0.0023,0.99926,0.000139,0.0
72,7019,7075,233.9667,235.8333,03:53.967,03:55.833,1.8667,The Ecole-Valentin Incident,frozen_hold,4e-05,0.0,0.0,0.0,True,1.0,0.0,-0.0,0.0,0.0,1.0,3.4e-05,0.0
73,7075,7221,235.8333,240.7,03:55.833,04:00.700,4.8667,The Ecole-Valentin Incident,character_or_graphic_animation,0.065311,0.143446,6.4358,-1.4261,True,0.930596,-6.9404,-0.5269,5.9164,2.533,0.67251,0.234591,0.434514
74,7221,7310,240.7,243.6667,04:00.700,04:03.667,2.9667,The Ecole-Valentin Incident,character_or_graphic_animation,0.015428,0.028116,0.066,-0.0379,True,0.998875,-0.1125,0.0167,0.0168,0.0638,0.8101,0.03541,0.076684
75,7310,7402,243.6667,246.7333,04:03.667,04:06.733,3.0667,The Ecole-Valentin Incident,character_or_graphic_animation,0.021671,0.063785,0.0279,-0.0145,True,0.999554,-0.0446,0.0026,0.0192,0.0202,0.76471,0.045229,0.128125
76,7402,7476,246.7333,249.2,04:06.733,04:09.200,2.4667,The Ecole-Valentin Incident,character_or_graphic_animation,0.021313,0.062048,0.0276,0.0029,True,1.000071,0.0071,0.0222,-0.0113,0.0252,0.85864,0.044571,0.12316
77,7476,7584,249.2,252.8,04:09.200,04:12.800,3.6,The Ecole-Valentin Incident,character_or_graphic_animation,0.041469,0.126059,1.1515,0.0057,True,1.000207,0.0207,0.0068,1.1515,0.0019,0.96252,0.06295,0.127326
78,7584,7685,252.8,256.1667,04:12.800,04:16.167,3.3667,The Ecole-Valentin Incident,character_or_graphic_animation,0.048171,0.068463,0.1406,-0.0708,True,0.997615,-0.2385,-0.0594,0.1312,0.0505,0.58065,0.102861,0.172778
79,7685,7740,256.1667,258.0,04:16.167,04:18.000,1.8333,The Ecole-Valentin Incident,character_or_graphic_animation,0.018754,0.033203,0.0086,-0.007,True,0.999871,-0.0129,-0.0024,0.0082,0.0027,0.94505,0.037921,0.065937
80,7740,7815,258.0,260.5,04:18.000,04:20.500,2.5,The Ecole-Valentin Incident,subtle_local_motion,0.0092,0.014496,0.0092,-0.0026,True,0.999936,-0.0064,-0.0051,0.0065,-0.0065,0.9777,0.018849,0.028993
81,7815,7881,260.5,262.7,04:20.500,04:22.700,2.2,The Ecole-Valentin Incident,character_or_graphic_animation,0.033266,0.062743,0.0104,0.0047,True,1.000103,0.0103,0.0086,-0.0081,0.0066,0.87149,0.068315,0.125035
82,7881,7924,262.7,264.1333,04:22.700,04:24.133,1.4333,The Ecole-Valentin Incident,character_or_graphic_animation,0.028683,0.051519,1.7778,-0.6621,True,0.99051,-0.949,0.5483,0.4749,1.7132,0.49751,0.108692,0.210712
83,7924,7985,264.1333,266.1667,04:24.133,04:26.167,2.0333,The Ecole-Valentin Incident,frozen_hold,0.003515,0.006215,0.0027,0.0016,True,1.000033,0.0033,0.0012,-0.0027,0.0004,0.99654,0.007212,0.012292
84,7985,8088,266.1667,269.6,04:26.167,04:29.600,3.4333,The Ecole-Valentin Incident,character_or_graphic_animation,0.063726,0.13757,37.5535,0.4752,True,1.016314,1.6314,-0.3531,-37.5137,-1.7279,0.64085,0.347783,0.552969
85,8088,8518,269.6,283.9333,04:29.600,04:43.933,14.3333,The Ecole-Valentin Incident,character_or_graphic_animation,0.106149,0.193594,17.784,0.2997,False,1.042956,4.2956,-1.7237,5.9392,-16.763,0.30952,0.266939,0.543125
86,8518,8597,283.9333,286.5667,04:43.933,04:46.567,2.6333,The Ecole-Valentin Incident,frozen_hold,0.002161,0.004037,0.0019,0.0006,True,1.000017,0.0017,-0.0004,-0.001,-0.0016,0.99909,0.004347,0.007986
87,8597,8621,286.5667,287.3667,04:46.567,04:47.367,0.8,The Ecole-Valentin Incident,character_or_graphic_animation,0.420769,0.832127,83.3309,-22.6035,False,0.819172,-18.0828,-137.7358,77.0915,31.6377,0.15625,0.465242,0.772413
88,8621,8645,287.3667,288.1667,04:47.367,04:48.167,0.8,The Medieval Battle,frozen_hold,0.000114,0.0,0.0,0.0,True,1.0,0.0,-0.0,0.0,0.0,1.0,0.000165,0.0
89,8645,8720,288.1667,290.6667,04:48.167,04:50.667,2.5,The Medieval Battle,frozen_hold,3e-06,0.0,0.0,0.0,True,1.0,0.0,-0.0,0.0,0.0,1.0,4e-06,0.0
90,8720,8880,290.6667,296.0,04:50.667,04:56.000,5.3333,The Medieval Battle,character_or_graphic_animation,0.028234,0.058299,0.1203,0.021,True,1.00112,0.112,0.0754,-0.0936,0.0756,0.62791,0.060293,0.130382
91,8880,8980,296.0,299.3333,04:56.000,04:59.333,3.3333,The Medieval Battle,character_or_graphic_animation,0.054027,0.070963,25.1878,0.0446,True,1.001488,0.1488,-0.1135,25.1864,-0.2622,0.68136,0.289358,0.334236
92,8980,9185,299.3333,306.1667,04:59.333,05:06.167,6.8333,The Medieval Battle,character_or_graphic_animation,0.063282,0.169037,14.2569,-0.162,True,0.988931,-1.1069,-1.6488,-14.0229,-2.5722,0.37778,0.226345,0.452847
93,9185,9273,306.1667,309.1,05:06.167,05:09.100,2.9333,The Medieval Battle,frozen_hold,0.000174,0.0,0.0083,0.0014,True,1.00004,0.004,0.006,-0.0047,0.0068,0.99871,0.00022,0.0
94,9273,9344,309.1,311.4667,05:09.100,05:11.467,2.3667,The Medieval Battle,character_or_graphic_animation,0.020335,0.056007,0.0627,-0.0069,True,0.999836,-0.0164,0.0374,-0.0161,0.0606,1.0,0.041093,0.114566
95,9344,9414,311.4667,313.8,05:11.467,05:13.800,2.3333,The Medieval Battle,subtle_local_motion,0.008586,0.018186,0.0074,-0.0046,True,0.999892,-0.0108,-0.001,0.0066,0.0033,0.9899,0.016846,0.035747
96,9414,9464,313.8,315.4667,05:13.800,05:15.467,1.6667,The Medieval Battle,character_or_graphic_animation,0.013095,0.036684,0.0188,0.0133,True,1.000221,0.0221,0.0063,-0.0187,-0.0021,0.94667,0.026042,0.073316
97,9464,9487,315.4667,316.2333,05:15.467,05:16.233,0.7667,The Medieval Battle,frozen_hold,1.2e-05,0.0,0.0,0.0,True,1.0,0.0,-0.0,0.0,0.0,1.0,5e-06,0.0
98,9487,9690,316.2333,323.0,05:16.233,05:23.000,6.7667,The Medieval Battle,character_or_graphic_animation,0.058186,0.156831,0.0,0.0,False,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
99,9690,9764,323.0,325.4667,05:23.000,05:25.467,2.4667,The Medieval Battle,subtle_local_motion,0.009699,0.014271,0.0268,-0.0019,True,0.999952,-0.0048,-0.0158,0.0114,-0.0242,0.99362,0.020402,0.028542
100,9764,10046,325.4667,334.8667,05:25.467,05:34.867,9.4,The Medieval Battle,subtle_local_motion,0.029525,0.047301,0.0117,0.0015,True,1.000144,0.0144,-0.0053,-0.0008,-0.0117,0.97305,0.024949,0.057083
101,10046,10085,334.8667,336.1667,05:34.867,05:36.167,1.3,The Medieval Battle,frozen_hold,9.5e-05,0.0,0.0062,0.0052,True,1.000068,0.0068,-0.0011,-0.0033,-0.0053,1.0,0.000158,0.0
102,10085,10119,336.1667,337.3,05:36.167,05:37.300,1.1333,The Medieval Battle,frozen_hold,0.005692,0.015243,0.0059,-0.0072,True,0.999918,-0.0082,0.0012,0.0048,0.0035,0.95404,0.011766,0.030486
103,10119,10181,337.3,339.3667,05:37.300,05:39.367,2.0667,The Medieval Battle,frozen_hold,0.002004,0.003151,0.0,0.0,True,1.0,0.0,-0.0,0.0,0.0,0.99863,0.004009,0.006302
104,10181,10504,339.3667,350.1333,05:39.367,05:50.133,10.7667,The Medieval Battle,character_or_graphic_animation,0.080934,0.214427,0.0,0.0,False,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
105,10504,10589,350.1333,352.9667,05:50.133,05:52.967,2.8333,The Medieval Battle,character_or_graphic_animation,0.025074,0.08158,37.7194,0.0302,True,1.000855,0.0855,0.0803,-37.7192,0.1174,0.86765,0.20595,0.44349
106,10589,10615,352.9667,353.8333,05:52.967,05:53.833,0.8667,The Medieval Battle,frozen_hold,5.7e-05,0.0,0.0017,-0.0023,True,0.99998,-0.002,-0.0011,0.0008,-0.0015,1.0,5.1e-05,0.0
107,10615,10660,353.8333,355.3333,05:53.833,05:55.333,1.5,The Medieval Battle,frozen_hold,4e-05,0.0,0.0,0.0,True,1.0,0.0,-0.0,0.0,0.0,1.0,3.6e-05,0.0
108,10660,10786,355.3333,359.5333,05:55.333,05:59.533,4.2,The Medieval Battle,subtle_local_motion,0.010835,0.02934,0.0,0.0,True,1.0,0.0,-0.0,0.0,0.0,1.0,0.01974,0.058681
109,10786,10810,359.5333,360.3333,05:59.533,06:00.333,0.8,The Clifton Man,character_or_graphic_animation,0.318138,0.707925,32.9301,-0.0558,True,0.999554,-0.0446,0.0177,-32.9301,0.0453,0.93419,0.220519,0.362292
110,10810,10829,360.3333,360.9667,06:00.333,06:00.967,0.6333,The Clifton Man,frozen_hold,7e-05,0.0,0.0,0.0,True,1.0,0.0,-0.0,0.0,0.0,1.0,8e-05,0.0
111,10829,10931,360.9667,364.3667,06:00.967,06:04.367,3.4,The Clifton Man,character_or_graphic_animation,0.031087,0.120564,86.0537,-29.4118,False,0.0,-100.0,-0.0,35.625,78.3333,0.54167,0.070283,0.243003
112,10931,11009,364.3667,366.9667,06:04.367,06:06.967,2.6,The Clifton Man,frozen_hold,0.002665,0.005391,0.0057,-0.0019,True,0.999951,-0.0049,0.0008,0.0043,0.0037,0.99365,0.004639,0.009844
113,11009,11117,366.9667,370.5667,06:06.967,06:10.567,3.6,The Clifton Man,character_or_graphic_animation,0.007156,0.034323,0.0115,0.0012,True,1.000042,0.0042,-0.0055,0.0002,-0.0115,0.92476,0.012377,0.06783
114,11117,11159,370.5667,371.9667,06:10.567,06:11.967,1.4,The Clifton Man,frozen_hold,1.7e-05,0.0,0.0032,-0.0005,True,0.999993,-0.0007,0.0018,-0.0001,0.0032,1.0,2.3e-05,0.0
115,11159,11224,371.9667,374.1333,06:11.967,06:14.133,2.1667,The Clifton Man,frozen_hold,3e-05,0.0,0.0,0.0,True,1.0,0.0,0.0,0.0,0.0,1.0,4.3e-05,0.0
116,11224,11479,374.1333,382.6333,06:14.133,06:22.633,8.5,The Clifton Man,character_or_graphic_animation,0.03743,0.064254,20.9659,-3.0307,False,0.742389,-25.7611,-9.1638,16.3316,13.1472,0.26667,0.483001,0.628681
117,11479,11519,382.6333,383.9667,06:22.633,06:23.967,1.3333,The Clifton Man,frozen_hold,0.000151,0.0,0.0039,-0.0002,True,0.999997,-0.0003,-0.002,0.0009,-0.0038,0.99687,0.000117,0.0
118,11519,11658,383.9667,388.6,06:23.967,06:28.600,4.6333,The Clifton Man,frozen_hold,0.005993,0.011232,0.1642,-0.0339,True,0.998429,-0.1571,-0.0172,0.1318,0.098,0.85455,0.017393,0.045243
