shot,start_frame,end_frame_exclusive,start_seconds,end_seconds,start_timecode,end_timecode,duration_seconds,chapter,motion_class,sampled_mean_abs_rgb,sampled_changed_fraction,global_translation_total_pct,global_scale_speed_pct_per_s,valid,scale,scale_delta_pct,rotation_deg,translation_x_pct,translation_y_pct,inlier_ratio,residual_mean_abs,residual_changed_fraction
119,11658,11694,388.6,389.8,06:28.600,06:29.800,1.2,The Clifton Man,frozen_hold,0.000104,0.0,0.0018,0.0007,True,1.000008,0.0008,-0.0009,-0.0001,-0.0018,0.99901,9.5e-05,0.0
120,11694,11761,389.8,392.0333,06:29.800,06:32.033,2.2333,The Clifton Man,subtle_local_motion,0.019062,0.035356,0.0,0.0,False,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
121,11761,11895,392.0333,396.5,06:32.033,06:36.500,4.4667,The Clifton Man,character_or_graphic_animation,0.032289,0.17263,0.0172,-0.0007,True,0.99997,-0.003,-0.0097,0.0095,-0.0143,0.48387,0.036619,0.217465
122,11895,12018,396.5,400.6,06:36.500,06:40.600,4.1,The Clifton Man,frozen_hold,2.2e-05,0.0,0.0042,-0.0004,True,0.999984,-0.0016,0.001,0.0013,0.004,1.0,2.7e-05,0.0
123,12018,12154,400.6,405.1333,06:40.600,06:45.133,4.5333,The Clifton Man,character_or_graphic_animation,0.032026,0.102543,0.0164,-0.0036,True,0.999836,-0.0164,-0.0073,0.011,-0.0121,0.91814,0.060686,0.174045
124,12154,12297,405.1333,409.9,06:45.133,06:49.900,4.7667,The Clifton Man,character_or_graphic_animation,0.032024,0.089592,0.027,-0.0069,True,0.999673,-0.0327,-0.004,0.023,0.0141,0.65789,0.060652,0.159566
125,12297,12357,409.9,411.9,06:49.900,06:51.900,2.0,The Clifton Man,frozen_hold,0.000156,0.0,0.0072,-0.0003,True,0.999995,-0.0005,0.0034,-0.001,0.0071,0.99666,9.8e-05,0.0
126,12357,12561,411.9,418.7,06:51.900,06:58.700,6.8,The Clifton Man,character_or_graphic_animation,0.029362,0.091285,0.007,-0.0004,True,0.999973,-0.0027,0.0006,0.0045,-0.0054,0.82974,0.053353,0.155312
127,12561,12677,418.7,422.5667,06:58.700,07:02.567,3.8667,The Clifton Man,character_or_graphic_animation,0.05498,0.134852,0.0593,0.0078,True,1.0003,0.03,-0.0585,0.0147,-0.0574,0.7479,0.062994,0.155278
128,12677,12762,422.5667,425.4,07:02.567,07:05.400,2.8333,The Clifton Man,character_or_graphic_animation,0.019765,0.047231,0.0368,-0.0048,True,0.999865,-0.0135,0.0048,-0.0038,0.0366,0.90414,0.041971,0.092917
129,12762,12812,425.4,427.0667,07:05.400,07:07.067,1.6667,The Clifton Man,subtle_local_motion,0.010079,0.017934,0.0046,0.0008,True,1.000013,0.0013,-0.0029,-0.0005,-0.0046,0.97913,0.020205,0.035885
130,12812,12892,427.0667,429.7333,07:07.067,07:09.733,2.6667,The Clifton Man,frozen_hold,0.002865,0.008169,0.0,0.0,True,1.0,0.0,-0.0,0.0,0.0,0.9982,0.00429,0.016337
131,12892,12966,429.7333,432.2,07:09.733,07:12.200,2.4667,The Clifton Man,frozen_hold,0.004888,0.014314,0.0092,-0.0023,True,0.999943,-0.0057,0.0033,0.0021,0.009,0.93443,0.007789,0.025677
132,12966,12996,432.2,433.2,07:12.200,07:13.200,1.0,The Clifton Man,frozen_hold,1e-05,0.0,0.0,0.0,True,1.0,0.0,-0.0,0.0,0.0,1.0,7e-06,0.0
133,12996,13038,433.2,434.6,07:13.200,07:14.600,1.4,The Clifton Man,frozen_hold,0.000159,0.0,0.0053,0.0008,True,1.000011,0.0011,-0.0026,0.0007,-0.0053,0.99338,0.000127,0.0
134,13038,13113,434.6,437.1,07:14.600,07:17.100,2.5,The Clifton Man,character_or_graphic_animation,0.012026,0.039991,0.0559,-0.0238,True,0.999406,-0.0594,-0.0213,0.0554,-0.0074,0.94079,0.024409,0.078351
135,13113,13184,437.1,439.4667,07:17.100,07:19.467,2.3667,The Clifton Man,character_or_graphic_animation,0.027945,0.052882,0.0088,0.0044,True,1.000104,0.0104,-0.0009,-0.0045,-0.0076,0.75758,0.056547,0.105608
136,13184,13268,439.4667,442.2667,07:19.467,07:22.267,2.8,The Clifton Man,frozen_hold,0.002733,0.007509,0.0016,-0.0001,True,0.999997,-0.0003,0.0004,-0.0003,0.0016,0.97804,0.004023,0.013542
137,13268,13549,442.2667,451.6333,07:22.267,07:31.633,9.3667,The Clifton Man,character_or_graphic_animation,0.105786,0.211919,27.0551,-1.0273,False,0.903773,-9.6227,-1.3928,26.1811,-6.8212,0.28125,0.366461,0.521163
138,13549,13573,451.6333,452.4333,07:31.633,07:32.433,0.8,The Clifton Man,character_or_graphic_animation,0.346861,0.778941,32.2282,-0.0436,True,0.999651,-0.0349,0.0087,-32.2282,0.0361,0.93074,0.202461,0.351302
139,13573,13598,452.4333,453.2667,07:32.433,07:33.267,0.8333,The Clifton Man,frozen_hold,0.00095,0.0,0.0024,-0.0025,True,0.999979,-0.0021,-0.002,0.0021,-0.0011,0.99848,0.001208,0.0
140,13598,13697,453.2667,456.5667,07:33.267,07:36.567,3.3,The Clifton Man,character_or_graphic_animation,0.051194,0.11138,0.0,0.0,False,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
141,13697,13805,456.5667,460.1667,07:36.567,07:40.167,3.6,The Acid Bathtub,frozen_hold,0.00675,0.010868,0.0028,-0.0006,True,0.999978,-0.0022,-0.0004,0.0018,0.0021,0.95784,0.013491,0.021771
142,13805,13872,460.1667,462.4,07:40.167,07:42.400,2.2333,The Acid Bathtub,frozen_hold,0.004126,0.010885,0.0036,-0.0016,True,0.999965,-0.0035,-0.0003,0.0031,0.0019,0.98448,0.006412,0.019913
143,13872,13910,462.4,463.6667,07:42.400,07:43.667,1.2667,The Acid Bathtub,frozen_hold,4e-06,0.0,0.0,0.0,True,1.0,0.0,-0.0,0.0,0.0,1.0,8e-06,0.0
144,13910,14141,463.6667,471.3667,07:43.667,07:51.367,7.7,The Acid Bathtub,subtle_local_motion,0.010875,0.024123,0.0225,0.0029,True,1.000226,0.0226,0.0192,-0.0215,0.0065,0.98851,0.015509,0.031337
145,14141,14231,471.3667,474.3667,07:51.367,07:54.367,3.0,The Acid Bathtub,character_or_graphic_animation,0.050556,0.13757,0.0,0.0,True,1.0,0.0,0.0,0.0,0.0,0.56579,0.052648,0.147847
146,14231,14256,474.3667,475.2,07:54.367,07:55.200,0.8333,The Acid Bathtub,frozen_hold,0.00016,0.0,0.0003,0.0,True,1.0,0.0,0.0004,-0.0002,0.0002,1.0,0.000228,0.0
147,14256,14304,475.2,476.8,07:55.200,07:56.800,1.6,The Acid Bathtub,character_or_graphic_animation,0.016419,0.040712,0.0196,0.0126,True,1.000202,0.0202,0.0084,-0.0188,-0.0056,0.60622,0.032918,0.08059
148,14304,14438,476.8,481.2667,07:56.800,08:01.267,4.4667,The Acid Bathtub,character_or_graphic_animation,0.041985,0.097526,27.5139,-0.2335,True,0.989569,-1.0431,-0.1235,-27.5039,0.7422,0.60526,0.223618,0.489253
149,14438,14478,481.2667,482.6,08:01.267,08:02.600,1.3333,The Acid Bathtub,frozen_hold,7.8e-05,0.0,0.0009,0.0014,True,1.000019,0.0019,-0.0004,-0.0005,-0.0007,1.0,8.9e-05,0.0
150,14478,14517,482.6,483.9,08:02.600,08:03.900,1.3,The Acid Bathtub,frozen_hold,6e-06,0.0,0.0,0.0,True,1.0,0.0,-0.0,0.0,0.0,1.0,1.3e-05,0.0
151,14517,14639,483.9,487.9667,08:03.900,08:07.967,4.0667,The Acid Bathtub,whole_canvas_slide,0.01408,0.03599,3.3674,0.022,True,1.000893,0.0893,0.014,3.3672,-0.0318,0.7093,0.054165,0.10033
152,14639,14740,487.9667,491.3333,08:07.967,08:11.333,3.3667,The Acid Bathtub,character_or_graphic_animation,0.018164,0.054401,0.0408,0.011,True,1.00037,0.037,-0.0025,-0.0258,-0.0316,0.67388,0.034335,0.09592
153,14740,14843,491.3333,494.7667,08:11.333,08:14.767,3.4333,The Acid Bathtub,subtle_local_motion,0.012874,0.028941,0.014,0.0025,True,1.000085,0.0085,-0.003,-0.0048,-0.0132,0.98923,0.025588,0.057552
154,14843,14978,494.7667,499.2667,08:14.767,08:19.267,4.5,The Acid Bathtub,character_or_graphic_animation,0.053949,0.127014,0.0208,0.0044,True,1.000197,0.0197,-0.0009,-0.0189,-0.0087,0.69189,0.037808,0.085851
155,14978,15154,499.2667,505.1333,08:19.267,08:25.133,5.8667,The Acid Bathtub,character_or_graphic_animation,0.016741,0.101467,0.0,0.0,True,1.0,0.0,-0.0,0.0,0.0,0.97917,0.044421,0.201424
156,15154,15241,505.1333,508.0333,08:25.133,08:28.033,2.9,The Acid Bathtub,frozen_hold,0.001858,0.003403,0.0239,0.0058,True,1.000168,0.0168,0.0113,-0.0197,0.0136,0.97991,0.004401,0.006701
157,15241,15410,508.0333,513.6667,08:28.033,08:33.667,5.6333,The Acid Bathtub,frozen_hold,0.002512,0.0073,0.0028,0.0014,True,1.000077,0.0077,-0.0007,0.0006,-0.0027,0.98858,0.003843,0.013941
158,15410,15540,513.6667,518.0,08:33.667,08:38.000,4.3333,The Acid Bathtub,subtle_local_motion,0.009239,0.031337,0.0049,-0.0004,True,0.999983,-0.0017,-0.0027,0.0048,-0.0008,0.99126,0.001284,0.003108
159,15540,15836,518.0,527.8667,08:38.000,08:47.867,9.8667,The Acid Bathtub,character_or_graphic_animation,0.051509,0.095877,0.0,0.0,False,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
160,15836,15859,527.8667,528.6333,08:47.867,08:48.633,0.7667,The Acid Bathtub,character_or_graphic_animation,0.355569,0.733654,32.9125,0.0296,True,1.000227,0.0227,-0.0219,-32.9125,-0.0423,0.90265,0.332224,0.406076
161,15859,15885,528.6333,529.5,08:48.633,08:49.500,0.8667,The Acid Bathtub,frozen_hold,0.001021,2.6e-05,0.0026,0.0025,True,1.000022,0.0022,0.002,-0.0016,0.0021,0.99751,0.001204,5.2e-05
162,15885,15967,529.5,532.2333,08:49.500,08:52.233,2.7333,The Acid Bathtub,frozen_hold,9e-06,0.0,0.0,0.0,True,1.0,0.0,-0.0,0.0,0.0,1.0,9e-06,0.0
163,15967,16365,532.2333,545.5,08:52.233,09:05.500,13.2667,The Venomous Bag,character_or_graphic_animation,0.034033,0.082465,0.0521,0.002,True,1.000271,0.0271,-0.0119,-0.0161,-0.0496,0.83128,0.042856,0.100677
164,16365,16565,545.5,552.1667,09:05.500,09:12.167,6.6667,The Venomous Bag,subtle_local_motion,0.015026,0.023151,0.0109,0.0004,True,1.000024,0.0024,-0.008,0.0003,-0.0109,0.99048,0.010652,0.017934
165,16565,16626,552.1667,554.2,09:12.167,09:14.200,2.0333,The Venomous Bag,frozen_hold,0.002844,0.008195,0.0037,-0.0019,True,0.999962,-0.0038,0.0005,0.0033,0.0016,0.97807,0.004709,0.016267
166,16626,16696,554.2,556.5333,09:14.200,09:16.533,2.3333,The Venomous Bag,frozen_hold,0.000446,0.0,0.0039,-0.0017,True,0.99996,-0.004,-0.0001,0.0031,0.0024,0.99683,0.000271,0.0
167,16696,16818,556.5333,560.6,09:16.533,09:20.600,4.0667,The Venomous Bag,character_or_graphic_animation,0.043013,0.059314,0.0234,0.006,True,1.000246,0.0246,0.0235,-0.02,0.0121,0.98117,0.094559,0.118594
168,16818,16844,560.6,561.4667,09:20.600,09:21.467,0.8667,The Venomous Bag,frozen_hold,2e-06,0.0,0.0,0.0,True,1.0,0.0,-0.0,0.0,0.0,1.0,2e-06,0.0
169,16844,16927,561.4667,564.2333,09:21.467,09:24.233,2.7667,The Venomous Bag,frozen_hold,0.004693,0.011502,0.0135,0.0031,True,1.000086,0.0086,-0.0144,0.0024,-0.0133,0.96488,0.010047,0.021441
170,16927,16967,564.2333,565.5667,09:24.233,09:25.567,1.3333,The Venomous Bag,frozen_hold,0.002858,0.004592,0.0067,0.0019,True,1.000025,0.0025,-0.0047,0.0024,-0.0063,0.9927,0.005677,0.009184
171,16967,17149,565.5667,571.6333,09:25.567,09:31.633,6.0667,The Venomous Bag,character_or_graphic_animation,0.052054,0.120208,0.0,0.0,False,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
172,17149,17201,571.6333,573.3667,09:31.633,09:33.367,1.7333,The Venomous Bag,subtle_local_motion,0.009631,0.022839,0.0127,-0.0025,True,0.999956,-0.0044,-0.0108,0.0037,-0.0122,0.98558,0.011273,0.015885
173,17201,17493,573.3667,583.1,09:33.367,09:43.100,9.7333,The Venomous Bag,character_or_graphic_animation,0.056196,0.102205,0.0,0.0,False,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
174,17493,17517,583.1,583.9,09:43.100,09:43.900,0.8,The Venomous Bag,character_or_graphic_animation,0.41924,0.840512,38.1616,-10.6734,False,0.914613,-8.5387,-0.2963,-6.5044,-37.6032,0.20513,0.591149,0.858594
175,17517,17543,583.9,584.7667,09:43.900,09:44.767,0.8667,The Venomous Bag,frozen_hold,0.000608,0.0,0.0056,0.0033,True,1.000029,0.0029,0.0032,-0.0029,0.0048,0.99724,0.000705,0.0
176,17543,17587,584.7667,586.2333,09:44.767,09:46.233,1.4667,The Venomous Bag,character_or_graphic_animation,0.041887,0.127969,0.1225,-0.0671,True,0.999016,-0.0984,0.0506,-0.0596,0.107,0.9,0.089735,0.271337
177,17587,17850,586.2333,595.0,09:46.233,09:55.000,8.7667,Zoz's Revenge,character_or_graphic_animation,0.135141,0.196016,0.0,0.0,False,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
178,17850,17936,595.0,597.8667,09:55.000,09:57.867,2.8667,Zoz's Revenge,frozen_hold,0.004626,0.013429,0.0124,0.0032,True,1.000091,0.0091,0.0072,-0.0118,0.0039,0.98758,0.007971,0.024167
179,17936,18085,597.8667,602.8333,09:57.867,10:02.833,4.9667,Zoz's Revenge,character_or_graphic_animation,0.049661,0.112978,38.6685,0.0665,True,1.003305,0.3305,0.1592,-38.4972,-3.6355,0.67442,0.391444,0.590017
180,18085,18200,602.8333,606.6667,10:02.833,10:06.667,3.8333,Zoz's Revenge,frozen_hold,0.004976,0.01329,0.0057,-0.0012,True,0.999954,-0.0046,0.001,0.0007,0.0057,0.98352,0.008056,0.022049
181,18200,18236,606.6667,607.8667,10:06.667,10:07.867,1.2,Zoz's Revenge,frozen_hold,4.8e-05,0.0,0.0201,0.0114,True,1.000137,0.0137,-0.0061,-0.0048,-0.0195,1.0,0.000338,0.0
182,18236,18261,607.8667,608.7,10:07.867,10:08.700,0.8333,Zoz's Revenge,frozen_hold,0.0,0.0,0.0,0.0,True,1.0,0.0,-0.0,0.0,0.0,1.0,0.0,0.0
183,18261,18307,608.7,610.2333,10:08.700,10:10.233,1.5333,Zoz's Revenge,frozen_hold,0.003366,0.004974,0.0268,0.0037,True,1.000057,0.0057,0.0135,-0.0112,0.0244,0.98653,0.007109,0.009948
184,18307,18364,610.2333,612.1333,10:10.233,10:12.133,1.9,Zoz's Revenge,subtle_local_motion,0.007905,0.009722,0.0,0.0,True,1.0,0.0,-0.0,0.0,0.0,1.0,0.015662,0.019427
185,18364,18426,612.1333,614.2,10:12.133,10:14.200,2.0667,Zoz's Revenge,character_or_graphic_animation,0.031459,0.036224,0.0085,0.0026,True,1.000053,0.0053,0.0035,-0.0061,0.0059,0.99411,0.062622,0.072448
186,18426,18532,614.2,617.7333,10:14.200,10:17.733,3.5333,Zoz's Revenge,character_or_graphic_animation,0.029944,0.066919,0.0,0.0,True,1.0,0.0,-0.0,0.0,0.0,0.90909,0.034632,0.09059
187,18532,18629,617.7333,620.9667,10:17.733,10:20.967,3.2333,Zoz's Revenge,subtle_local_motion,0.010535,0.023889,0.0303,0.0059,True,1.00019,0.019,-0.0087,-0.0102,-0.0285,0.95588,0.021104,0.04651
188,18629,18844,620.9667,628.1333,10:20.967,10:28.133,7.1667,Zoz's Revenge,subtle_local_motion,0.010969,0.018064,0.0,0.0,True,1.0,0.0,-0.0,0.0,0.0,0.9899,0.012744,0.02099
189,18844,18979,628.1333,632.6333,10:28.133,10:32.633,4.5,Zoz's Revenge,subtle_local_motion,0.012116,0.026267,0.0505,-0.0006,True,0.999974,-0.0026,0.0244,-0.0096,0.0496,0.94336,0.024636,0.050833
190,18979,19373,632.6333,645.7667,10:32.633,10:45.767,13.1333,Zoz's Revenge,character_or_graphic_animation,0.049937,0.122101,0.0288,0.0042,True,1.000554,0.0554,-0.0041,-0.0085,-0.0275,0.91892,0.044831,0.084271
191,19373,19455,645.7667,648.5,10:45.767,10:48.500,2.7333,Zoz's Revenge,character_or_graphic_animation,0.019161,0.054305,0.0085,-0.0009,True,0.999976,-0.0024,0.0029,0.0018,0.0083,0.97203,0.02533,0.067361
192,19455,19574,648.5,652.4667,10:48.500,10:52.467,3.9667,Zoz's Revenge,character_or_graphic_animation,0.039818,0.087396,0.0,0.0,False,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
193,19574,19653,652.4667,655.1,10:52.467,10:55.100,2.6333,Zoz's Revenge,frozen_hold,0.007298,0.015234,0.0035,-0.001,True,0.999973,-0.0027,-0.001,0.0026,-0.0024,0.97697,0.014329,0.030469
194,19653,19733,655.1,657.7667,10:55.100,10:57.767,2.6667,Zoz's Revenge,character_or_graphic_animation,0.02776,0.063958,0.1373,0.001,True,1.000026,0.0026,-0.0573,0.034,-0.133,0.79812,0.059193,0.133889
195,19733,19863,657.7667,662.1,10:57.767,11:02.100,4.3333,Zoz's Revenge,character_or_graphic_animation,0.029239,0.076953,0.0073,-0.0029,True,0.999874,-0.0126,-0.0064,0.0064,-0.0036,0.98881,0.00994,0.016875
196,19863,19941,662.1,664.7,11:02.100,11:04.700,2.6,Zoz's Revenge,frozen_hold,3.9e-05,0.0,0.0009,0.0004,True,1.000011,0.0011,0.0001,-0.0008,-0.0004,0.99921,5.6e-05,0.0
197,19941,19964,664.7,665.4667,11:04.700,11:05.467,0.7667,Zoz's Revenge,character_or_graphic_animation,0.226845,0.510208,31.9165,-0.0063,True,0.999952,-0.0048,-0.0227,-31.9165,-0.04,0.87662,0.240674,0.347135
198,19964,19987,665.4667,666.2333,11:05.467,11:06.233,0.7667,Zoz's Revenge,frozen_hold,0.000678,0.000148,0.0017,0.0014,True,1.000011,0.0011,0.0001,-0.0,-0.0017,0.99839,0.000809,0.000295
199,19987,20242,666.2333,674.7333,11:06.233,11:14.733,8.5,Zoz's Revenge,character_or_graphic_animation,0.063535,0.098394,72.8839,-4.5325,False,0.614738,-38.5262,-170.8915,67.0453,28.5831,0.36364,0.769753,0.808802
200,20242,20751,674.7333,691.7,11:14.733,11:31.700,16.9667,The McVey Case,character_or_graphic_animation,0.02397,0.058941,0.0181,-0.0004,True,0.999932,-0.0068,-0.0056,0.0155,-0.0093,0.85859,0.027482,0.06342
201,20751,20842,691.7,694.7333,11:31.700,11:34.733,3.0333,The McVey Case,character_or_graphic_animation,0.02108,0.041059,0.0465,-0.0076,True,0.999768,-0.0232,-0.0319,0.0281,-0.0371,0.97027,0.039829,0.079514
202,20842,20880,694.7333,696.0,11:34.733,11:36.000,1.2667,The McVey Case,frozen_hold,8.4e-05,0.0,0.0016,0.0009,True,1.000012,0.0012,-0.0005,-0.0008,-0.0014,0.99914,5.8e-05,0.0
203,20880,20951,696.0,698.3667,11:36.000,11:38.367,2.3667,The McVey Case,frozen_hold,0.004752,0.015495,0.0083,0.0006,True,1.000014,0.0014,-0.0045,0.0012,-0.0082,0.99459,0.00551,0.013906
204,20951,21102,698.3667,703.4,11:38.367,11:43.400,5.0333,The McVey Case,character_or_graphic_animation,0.021834,0.04994,0.0175,-0.0058,True,0.999709,-0.0291,0.0091,0.0003,0.0175,0.97309,0.036632,0.088212
205,21102,21192,703.4,706.4,11:43.400,11:46.400,3.0,The McVey Case,frozen_hold,0.001273,0.004488,0.0,0.0,True,1.0,0.0,-0.0,0.0,0.0,0.96377,0.002459,0.008976
206,21192,21594,706.4,719.8,11:46.400,11:59.800,13.4,The McVey Case,character_or_graphic_animation,0.056215,0.123524,45.6122,-1.1743,False,0.842643,-15.7357,-18.2712,43.2571,-14.4671,0.37037,0.327801,0.764774
207,21594,21615,719.8,720.5,11:59.800,12:00.500,0.7,The McVey Case,character_or_graphic_animation,0.019905,0.033385,18.4639,-0.0883,True,0.999382,-0.0618,-0.0737,18.4638,-0.0717,0.64657,0.180579,0.245729
208,21615,21741,720.5,724.7,12:00.500,12:04.700,4.2,The McVey Case,character_or_graphic_animation,0.017243,0.04066,0.0102,0.0008,True,1.000034,0.0034,0.005,-0.0044,0.0092,0.87722,0.033232,0.081319
209,21741,21856,724.7,728.5333,12:04.700,12:08.533,3.8333,The McVey Case,character_or_graphic_animation,0.02875,0.078802,0.0174,-0.003,False,0.999884,-0.0116,-0.0144,0.0104,-0.014,0.33425,0.057741,0.156493
210,21856,21926,728.5333,730.8667,12:08.533,12:10.867,2.3333,The McVey Case,frozen_hold,0.002555,0.006163,0.0077,0.0014,True,1.000033,0.0033,-0.0015,-0.0022,-0.0074,0.9966,0.003902,0.012326
211,21926,22005,730.8667,733.5,12:10.867,12:13.500,2.6333,The McVey Case,frozen_hold,2.3e-05,0.0,0.0068,-0.0038,True,0.9999,-0.01,-0.0018,0.0067,0.001,1.0,0.000151,0.0
212,22005,22278,733.5,742.6,12:13.500,12:22.600,9.1,The McVey Case,subtle_local_motion,0.012747,0.038394,0.0437,0.0041,True,1.000376,0.0376,-0.0323,0.0099,-0.0426,1.0,0.016958,0.050694
213,22278,22302,742.6,743.4,12:22.600,12:23.400,0.8,The McVey Case,character_or_graphic_animation,0.253331,0.567769,32.0352,0.105,True,1.00084,0.084,-0.0502,-32.0348,-0.1655,0.91257,0.230486,0.369184
214,22302,22326,743.4,744.2,12:23.400,12:24.200,0.8,The McVey Case,frozen_hold,0.000659,0.0,0.0009,0.0006,True,1.000005,0.0005,-0.0001,-0.0007,-0.0005,0.99848,0.000777,0.0
215,22326,22358,744.2,745.2667,12:24.200,12:25.267,1.0667,The McVey Case,frozen_hold,0.0,0.0,0.0,0.0,True,1.0,0.0,0.0,0.0,0.0,1.0,1e-06,0.0
216,22358,22502,745.2667,750.0667,12:25.267,12:30.067,4.8,The McVey Case,subtle_local_motion,0.010892,0.018142,0.0355,-0.0098,True,0.999529,-0.0471,0.0065,0.012,0.0334,0.97025,0.021068,0.038576
217,22502,22626,750.0667,754.2,12:30.067,12:34.200,4.1333,The Corti Incident,subtle_local_motion,0.011381,0.027187,0.0027,0.0,True,1.0,0.0,-0.0,0.0015,-0.0023,0.80962,0.021149,0.053715
218,22626,22686,754.2,756.2,12:34.200,12:36.200,2.0,The Corti Incident,frozen_hold,0.006187,0.014748,0.027,0.0132,True,1.000263,0.0263,0.0006,-0.0123,-0.024,0.93651,0.012667,0.02908
219,22686,22870,756.2,762.3333,12:36.200,12:42.333,6.1333,The Corti Incident,character_or_graphic_animation,0.02831,0.073186,0.0103,-0.0018,True,0.999892,-0.0108,-0.0013,0.0103,0.0001,0.88685,0.036506,0.083125
220,22870,22923,762.3333,764.1,12:42.333,12:44.100,1.7667,The Corti Incident,frozen_hold,0.003722,0.007526,0.0029,0.0007,True,1.000012,0.0012,0.0021,-0.0008,0.0028,0.99358,0.007314,0.01467
221,22923,23154,764.1,771.8,12:44.100,12:51.800,7.7,The Corti Incident,character_or_graphic_animation,0.032171,0.078402,0.0135,-0.0009,True,0.999928,-0.0072,0.0019,0.0125,0.0052,0.85039,0.038585,0.090677
222,23154,23230,771.8,774.3333,12:51.800,12:54.333,2.5333,The Corti Incident,frozen_hold,0.001703,0.003463,0.0125,-0.002,True,0.99995,-0.005,-0.0082,0.0073,-0.0101,0.99841,0.002963,0.006927
223,23230,23482,774.3333,782.7333,12:54.333,13:02.733,8.4,The Corti Incident,character_or_graphic_animation,0.045326,0.105903,0.0012,0.0,True,1.000003,0.0003,-0.0044,-0.0007,0.001,0.67516,0.072441,0.174167
224,23482,23667,782.7333,788.9,13:02.733,13:08.900,6.1667,The Corti Incident,subtle_local_motion,0.009079,0.027518,0.0536,0.0012,True,1.000074,0.0074,-0.0335,0.0105,-0.0526,0.98923,0.016374,0.047587
225,23667,23714,788.9,790.4667,13:08.900,13:10.467,1.5667,The Corti Incident,frozen_hold,0.003718,0.00967,0.0027,0.0035,True,1.000055,0.0055,0.0008,-0.0027,-0.0001,0.99351,0.004407,0.014635
226,23714,23753,790.4667,791.7667,13:10.467,13:11.767,1.3,The Corti Incident,subtle_local_motion,0.009573,0.029124,0.0072,0.0018,True,1.000024,0.0024,0.0049,-0.0058,0.0043,0.98552,0.018903,0.058212
227,23753,23844,791.7667,794.8,13:11.767,13:14.800,3.0333,The Corti Incident,frozen_hold,0.003567,0.009558,0.0015,-0.0008,True,0.999976,-0.0024,-0.0018,0.0014,-0.0006,0.99284,0.005476,0.015868
228,23844,23866,794.8,795.5333,13:14.800,13:15.533,0.7333,The Corti Incident,character_or_graphic_animation,0.272188,0.552717,31.5336,0.0342,True,1.000251,0.0251,0.0323,-31.5336,0.0534,0.94379,0.31595,0.361684
229,23866,23905,795.5333,796.8333,13:15.533,13:16.833,1.3,The Corti Incident,frozen_hold,0.003379,0.005217,0.0116,0.0061,True,1.000079,0.0079,0.0005,-0.0115,-0.0011,0.98977,0.005437,0.005885
230,23905,23990,796.8333,799.6667,13:16.833,13:19.667,2.8333,The Corti Incident,frozen_hold,0.0,0.0,0.0,0.0,True,1.0,0.0,-0.0,0.0,0.0,1.0,0.0,0.0
231,23990,24137,799.6667,804.5667,13:19.667,13:24.567,4.9,The Corti Incident,character_or_graphic_animation,0.029968,0.081293,0.0196,-0.0009,True,0.999954,-0.0046,-0.0116,0.0065,-0.0185,0.75949,0.030569,0.073837
232,24137,24206,804.5667,806.8667,13:24.567,13:26.867,2.3,Escape from Escape Room,frozen_hold,0.000397,0.0,0.0016,0.0002,True,1.000005,0.0005,0.0005,-0.0014,0.0007,0.99074,0.000302,0.0
233,24206,24362,806.8667,812.0667,13:26.867,13:32.067,5.2,Escape from Escape Room,character_or_graphic_animation,0.01821,0.045773,0.0177,0.0012,True,1.000063,0.0063,-0.011,0.0003,-0.0177,0.96963,0.030422,0.07875
234,24362,24611,812.0667,820.3667,13:32.067,13:40.367,8.3,Escape from Escape Room,subtle_local_motion,0.018367,0.048629,0.0291,0.0019,True,1.000157,0.0157,-0.0039,-0.0143,-0.0254,0.73494,0.019847,0.046094
235,24611,24672,820.3667,822.4,13:40.367,13:42.400,2.0333,Escape from Escape Room,frozen_hold,0.003025,0.011206,0.0,0.0,True,1.0,0.0,-0.0,0.0,0.0,0.99441,0.005712,0.022274
236,24672,24699,822.4,823.3,13:42.400,13:43.300,0.9,Escape from Escape Room,frozen_hold,2e-06,0.0,0.0,0.0,True,1.0,0.0,-0.0,0.0,0.0,1.0,3e-06,0.0
237,24699,24876,823.3,829.2,13:43.300,13:49.200,5.9,Escape from Escape Room,character_or_graphic_animation,0.044342,0.087344,0.0614,0.0039,True,1.000231,0.0231,-0.039,0.0056,-0.0611,0.77311,0.089051,0.16842
238,24876,24957,829.2,831.9,13:49.200,13:51.900,2.7,Escape from Escape Room,frozen_hold,0.003492,0.007795,0.0039,-0.0011,True,0.999971,-0.0029,-0.0018,0.0021,-0.0033,0.9635,0.005389,0.014878
239,24957,25034,831.9,834.4667,13:51.900,13:54.467,2.5667,Escape from Escape Room,frozen_hold,0.002809,0.011883,0.004,-0.0026,True,0.999934,-0.0066,0.0003,0.0001,0.004,0.68421,0.005466,0.023767
