shot,start_frame,end_frame_exclusive,start_seconds,end_seconds,start_timecode,end_timecode,duration_seconds,chapter,motion_class,sampled_mean_abs_rgb,sampled_changed_fraction,global_translation_total_pct,global_scale_speed_pct_per_s,valid,scale,scale_delta_pct,rotation_deg,translation_x_pct,translation_y_pct,inlier_ratio,residual_mean_abs,residual_changed_fraction
95,10459,10531,348.6333,351.0333,05:48.633,05:51.033,2.4,Permian,character_or_graphic_animation,0.013215,0.040338,0.0055,0.005,True,1.000121,0.0121,0.0002,-0.0054,-0.001,0.92945,0.019861,0.07724
96,10531,10557,351.0333,351.9,05:51.033,05:51.900,0.8667,Permian,frozen_hold,3.5e-05,0.0,0.0,0.0,True,1.0,0.0,0.0,0.0,0.0,1.0,3e-05,0.0
97,10557,10591,351.9,353.0333,05:51.900,05:53.033,1.1333,Permian,frozen_hold,0.000441,0.0,0.0016,0.0019,True,1.000021,0.0021,0.0002,-0.0012,-0.0011,0.99839,0.000451,0.0
98,10591,10628,353.0333,354.2667,05:53.033,05:54.267,1.2333,Permian,frozen_hold,5.3e-05,0.0,0.0,0.0,True,1.0,0.0,-0.0,0.0,0.0,1.0,4e-05,0.0
99,10628,10695,354.2667,356.5,05:54.267,05:56.500,2.2333,Permian,frozen_hold,0.002738,0.007248,0.0,0.0,True,1.0,0.0,-0.0,0.0,0.0,0.98667,0.005247,0.014462
100,10695,10794,356.5,359.8,05:56.500,05:59.800,3.3,Permian,frozen_hold,0.004874,0.010807,0.0,0.0,True,1.0,0.0,-0.0,0.0,0.0,0.99578,0.003584,0.012917
101,10794,10897,359.8,363.2333,05:59.800,06:03.233,3.4333,Permian,character_or_graphic_animation,0.041931,0.091797,0.0155,-0.0022,True,0.999925,-0.0075,-0.0065,0.0122,-0.0095,0.93478,0.082127,0.180451
102,10897,10947,363.2333,364.9,06:03.233,06:04.900,1.6667,Permian,frozen_hold,5.5e-05,0.0,0.0,0.0,True,1.0,0.0,-0.0,0.0,0.0,1.0,4.3e-05,0.0
103,10947,11022,364.9,367.4,06:04.900,06:07.400,2.5,Permian,frozen_hold,0.000949,0.0,0.0133,-0.0002,True,0.999996,-0.0004,0.006,-0.0036,0.0128,0.97727,0.001174,0.0
104,11022,11124,367.4,370.8,06:07.400,06:10.800,3.4,Permian,character_or_graphic_animation,0.026375,0.090035,0.0081,0.0019,True,1.000064,0.0064,0.005,-0.0058,0.0057,0.99099,0.047499,0.162292
105,11124,11163,370.8,372.1,06:10.800,06:12.100,1.3,Triassic,character_or_graphic_animation,0.155491,0.446024,8.6123,-5.2928,True,0.931193,-6.8807,-0.0042,3.4393,-7.8958,0.78298,0.128191,0.260035
106,11163,11184,372.1,372.8,06:12.100,06:12.800,0.7,Triassic,frozen_hold,3.9e-05,0.0,0.0012,-0.0011,True,0.999992,-0.0008,0.0007,-0.0004,0.0011,1.0,4.2e-05,0.0
107,11184,11279,372.8,375.9667,06:12.800,06:15.967,3.1667,Triassic,frozen_hold,0.003533,0.007144,0.0033,-0.0008,True,0.999974,-0.0026,0.0008,-0.0026,-0.002,0.99228,0.002866,0.0125
108,11279,11479,375.9667,382.6333,06:15.967,06:22.633,6.6667,Triassic,character_or_graphic_animation,0.023853,0.064219,0.0027,0.0004,True,1.000029,0.0029,0.0018,-0.0023,-0.0014,0.98864,0.022585,0.108056
109,11479,11568,382.6333,385.6,06:22.633,06:25.600,2.9667,Triassic,character_or_graphic_animation,0.047066,0.131736,100.548,-33.7079,False,0.0,-100.0,0.0,89.0625,46.6667,0.4,0.503535,0.680208
110,11568,11806,385.6,393.5333,06:25.600,06:33.533,7.9333,Triassic,character_or_graphic_animation,0.061574,0.149904,0.023,0.0011,True,1.000091,0.0091,-0.0063,0.0069,-0.0219,0.94118,0.044031,0.149931
111,11806,11872,393.5333,395.7333,06:33.533,06:35.733,2.2,Triassic,frozen_hold,0.003938,0.007318,0.0216,-0.0112,True,0.999753,-0.0247,-0.0026,0.0214,0.0028,0.9859,0.00716,0.014653
112,11872,11976,395.7333,399.2,06:35.733,06:39.200,3.4667,Triassic,subtle_local_motion,0.009746,0.02276,0.0319,-0.0071,True,0.999753,-0.0247,0.006,-0.002,0.0318,0.93832,0.011878,0.037743
113,11976,12025,399.2,400.8333,06:39.200,06:40.833,1.6333,Triassic,frozen_hold,0.001951,0.005495,0.0128,-0.0043,True,0.999929,-0.0071,0.0024,0.0055,0.0116,0.98785,0.002943,0.009705
114,12025,12080,400.8333,402.6667,06:40.833,06:42.667,1.8333,Triassic,frozen_hold,0.000218,0.0,0.0,0.0,True,1.0,0.0,-0.0,0.0,0.0,1.0,0.000149,0.0
115,12080,12312,402.6667,410.4,06:42.667,06:50.400,7.7333,Triassic,character_or_graphic_animation,0.048975,0.15704,57.7695,-0.0333,False,0.997421,-0.2579,-0.3703,55.6261,-15.5903,0.74242,0.291743,0.841771
116,12312,12382,410.4,412.7333,06:50.400,06:52.733,2.3333,Triassic,character_or_graphic_animation,0.024073,0.081883,0.0093,-0.0043,True,0.9999,-0.01,-0.0034,0.0056,-0.0074,0.84778,0.045922,0.157882
117,12382,12411,412.7333,413.7,06:52.733,06:53.700,0.9667,Triassic,frozen_hold,7.3e-05,0.0,0.0,0.0,True,1.0,0.0,-0.0,0.0,0.0,1.0,6.6e-05,0.0
118,12411,12461,413.7,415.3667,06:53.700,06:55.367,1.6667,Triassic,frozen_hold,0.000128,0.0,0.0,0.0,True,1.0,0.0,-0.0,0.0,0.0,1.0,0.0001,0.0
119,12461,12521,415.3667,417.3667,06:55.367,06:57.367,2.0,Triassic,character_or_graphic_animation,0.019358,0.07164,29.2869,20.6529,True,1.413058,41.3058,-0.0458,-20.6964,-20.7215,0.63235,0.102284,0.365694
120,12521,12781,417.3667,426.0333,06:57.367,07:06.033,8.6667,Triassic,character_or_graphic_animation,0.026701,0.092786,0.0,0.0,False,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
121,12781,12895,426.0333,429.8333,07:06.033,07:09.833,3.8,Triassic,character_or_graphic_animation,0.030753,0.100173,0.0369,0.0003,True,1.000013,0.0013,-0.0125,0.0036,-0.0367,0.98086,0.052511,0.184115
122,12895,12928,429.8333,430.9333,07:09.833,07:10.933,1.1,Triassic,frozen_hold,2.5e-05,0.0,0.0,0.0,True,1.0,0.0,-0.0,0.0,0.0,1.0,3.7e-05,0.0
123,12928,13023,430.9333,434.1,07:10.933,07:14.100,3.1667,Triassic,frozen_hold,0.004813,0.008429,0.004,0.0,True,1.0,0.0,0.0013,-0.0024,0.0032,1.0,0.003667,0.015764
124,13023,13063,434.1,435.4333,07:14.100,07:15.433,1.3333,Jurassic,character_or_graphic_animation,0.15258,0.421884,6.7924,-6.8171,True,0.909106,-9.0894,0.0122,4.5794,-5.0166,0.78039,0.202394,0.278715
125,13063,13166,435.4333,438.8667,07:15.433,07:18.867,3.4333,Jurassic,character_or_graphic_animation,0.061467,0.150651,0.0111,-0.0028,True,0.999903,-0.0097,0.0072,-0.0014,0.011,0.92929,0.111877,0.275556
