video,beat_index,start_s,end_s,duration_s,duration_frames,image
16052.mp4,60,178.011,181.647,3.636,109.0,analysis/frames/16052/16052_beat_0060.png
16052.mp4,61,181.648,185.885,4.237,127.0,analysis/frames/16052/16052_beat_0061.png
16052.mp4,62,185.886,188.154,2.268,68.0,analysis/frames/16052/16052_beat_0062.png
16052.mp4,63,188.155,190.523,2.368,71.0,analysis/frames/16052/16052_beat_0063.png
16052.mp4,64,190.524,196.595,6.072,182.0,analysis/frames/16052/16052_beat_0064.png
16052.mp4,65,196.596,197.93,1.334,40.0,analysis/frames/16052/16052_beat_0065.png
16052.mp4,66,197.931,199.999,2.068,62.0,analysis/frames/16052/16052_beat_0066.png
16052.mp4,67,200.0,204.637,4.637,139.0,analysis/frames/16052/16052_beat_0067.png
16052.mp4,68,204.638,205.404,0.766,23.0,analysis/frames/16052/16052_beat_0068.png
16052.mp4,69,205.405,207.473,2.068,62.0,analysis/frames/16052/16052_beat_0069.png
16052.mp4,70,207.474,212.478,5.004,150.0,analysis/frames/16052/16052_beat_0070.png
16052.mp4,71,212.479,215.781,3.302,99.0,analysis/frames/16052/16052_beat_0071.png
16052.mp4,72,215.782,220.953,5.171,155.0,analysis/frames/16052/16052_beat_0072.png
16052.mp4,73,220.954,223.456,2.501,75.0,analysis/frames/16052/16052_beat_0073.png
16052.mp4,74,223.457,226.559,3.102,93.0,analysis/frames/16052/16052_beat_0074.png
16052.mp4,75,226.56,227.593,1.033,31.0,analysis/frames/16052/16052_beat_0075.png
16052.mp4,76,227.594,228.661,1.067,32.0,analysis/frames/16052/16052_beat_0076.png
16052.mp4,77,228.662,231.23,2.568,77.0,analysis/frames/16052/16052_beat_0077.png
16052.mp4,78,231.231,233.399,2.168,65.0,analysis/frames/16052/16052_beat_0078.png
16052.mp4,79,233.4,239.872,6.472,194.0,analysis/frames/16052/16052_beat_0079.png
16052.mp4,80,239.873,245.945,6.072,182.0,analysis/frames/16052/16052_beat_0080.png
16052.mp4,81,245.946,249.048,3.102,93.0,analysis/frames/16052/16052_beat_0081.png
16052.mp4,82,249.049,254.253,5.204,156.0,analysis/frames/16052/16052_beat_0082.png
16052.mp4,83,254.254,260.459,6.205,186.0,analysis/frames/16052/16052_beat_0083.png
16052.mp4,84,260.46,263.095,2.635,79.0,analysis/frames/16052/16052_beat_0084.png
16052.mp4,85,263.096,265.064,1.968,59.0,analysis/frames/16052/16052_beat_0085.png
16052.mp4,86,265.065,265.898,0.833,25.0,analysis/frames/16052/16052_beat_0086.png
16052.mp4,87,265.899,267.5,1.601,48.0,analysis/frames/16052/16052_beat_0087.png
16052.mp4,88,267.501,270.469,2.969,89.0,analysis/frames/16052/16052_beat_0088.png
16052.mp4,89,270.47,272.738,2.268,68.0,analysis/frames/16052/16052_beat_0089.png
16052.mp4,90,272.739,278.511,5.771,173.0,analysis/frames/16052/16052_beat_0090.png
16052.mp4,91,278.512,281.347,2.835,85.0,analysis/frames/16052/16052_beat_0091.png
16052.mp4,92,281.348,283.916,2.568,77.0,analysis/frames/16052/16052_beat_0092.png
16052.mp4,93,283.917,286.285,2.368,71.0,analysis/frames/16052/16052_beat_0093.png
16052.mp4,94,286.286,289.488,3.202,96.0,analysis/frames/16052/16052_beat_0094.png
16052.mp4,95,289.489,295.795,6.305,189.0,analysis/frames/16052/16052_beat_0095.png
16052.mp4,96,295.796,297.797,2.001,60.0,analysis/frames/16052/16052_beat_0096.png
16052.mp4,97,297.798,300.432,2.635,79.0,analysis/frames/16052/16052_beat_0097.png
16052.mp4,98,300.433,301.5,1.067,32.0,analysis/frames/16052/16052_beat_0098.png
16052.mp4,99,301.501,303.502,2.001,60.0,analysis/frames/16052/16052_beat_0099.png
16052.mp4,100,303.503,306.639,3.135,94.0,analysis/frames/16052/16052_beat_0100.png
16052.mp4,101,306.64,310.442,3.803,114.0,analysis/frames/16052/16052_beat_0101.png
16052.mp4,102,310.443,314.146,3.703,111.0,analysis/frames/16052/16052_beat_0102.png
16052.mp4,103,314.147,315.948,1.801,54.0,analysis/frames/16052/16052_beat_0103.png
16052.mp4,104,315.949,319.351,3.402,102.0,analysis/frames/16052/16052_beat_0104.png
16052.mp4,105,319.352,322.121,2.768,83.0,analysis/frames/16052/16052_beat_0105.png
16052.mp4,106,322.122,323.722,1.601,48.0,analysis/frames/16052/16052_beat_0106.png
16052.mp4,107,323.723,327.827,4.103,123.0,analysis/frames/16052/16052_beat_0107.png
16052.mp4,108,327.827,329.395,1.567,47.0,analysis/frames/16052/16052_beat_0108.png
16052.mp4,109,329.396,332.498,3.102,93.0,analysis/frames/16052/16052_beat_0109.png
16052.mp4,110,332.499,333.365,0.867,26.0,analysis/frames/16052/16052_beat_0110.png
16052.mp4,111,333.366,335.634,2.268,68.0,analysis/frames/16052/16052_beat_0111.png
16052.mp4,112,335.635,342.041,6.405,192.0,analysis/frames/16052/16052_beat_0112.png
16052.mp4,113,342.042,344.61,2.568,77.0,analysis/frames/16052/16052_beat_0113.png
16052.mp4,114,344.611,348.047,3.436,103.0,analysis/frames/16052/16052_beat_0114.png
16052.mp4,115,348.048,349.715,1.667,50.0,analysis/frames/16052/16052_beat_0115.png
16052.mp4,116,349.716,354.52,4.804,144.0,analysis/frames/16052/16052_beat_0116.png
16052.mp4,117,354.521,356.889,2.368,71.0,analysis/frames/16052/16052_beat_0117.png
16052.mp4,118,356.89,361.26,4.37,131.0,analysis/frames/16052/16052_beat_0118.png
16052.mp4,119,361.261,365.297,4.036,121.0,analysis/frames/16052/16052_beat_0119.png
16052.mp4,120,365.298,367.366,2.068,62.0,analysis/frames/16052/16052_beat_0120.png
16052.mp4,121,367.367,369.835,2.468,74.0,analysis/frames/16052/16052_beat_0121.png
16052.mp4,122,369.836,374.607,4.77,143.0,analysis/frames/16052/16052_beat_0122.png
16052.mp4,123,374.608,375.975,1.367,41.0,analysis/frames/16052/16052_beat_0123.png
16052.mp4,124,375.976,381.914,5.938,178.0,analysis/frames/16052/16052_beat_0124.png
16052.mp4,125,381.915,384.917,3.002,90.0,analysis/frames/16052/16052_beat_0125.png
16052.mp4,126,384.918,388.387,3.469,104.0,analysis/frames/16052/16052_beat_0126.png
16052.mp4,127,388.388,392.691,4.303,129.0,analysis/frames/16052/16052_beat_0127.png
16052.mp4,128,392.692,394.26,1.567,47.0,analysis/frames/16052/16052_beat_0128.png
16052.mp4,129,394.261,399.064,4.804,144.0,analysis/frames/16052/16052_beat_0129.png
16052.mp4,130,399.065,399.865,0.8,24.0,analysis/frames/16052/16052_beat_0130.png
16052.mp4,131,399.866,401.4,1.534,46.0,analysis/frames/16052/16052_beat_0131.png
16052.mp4,132,401.401,404.503,3.102,93.0,analysis/frames/16052/16052_beat_0132.png
16052.mp4,133,404.504,405.671,1.167,35.0,analysis/frames/16052/16052_beat_0133.png
16052.mp4,134,405.672,406.939,1.267,38.0,analysis/frames/16052/16052_beat_0134.png
16052.mp4,135,406.94,408.207,1.267,38.0,analysis/frames/16052/16052_beat_0135.png
16052.mp4,136,408.208,409.375,1.167,35.0,analysis/frames/16052/16052_beat_0136.png
16052.mp4,137,409.376,410.542,1.167,35.0,analysis/frames/16052/16052_beat_0137.png
16052.mp4,138,410.543,411.176,0.633,19.0,analysis/frames/16052/16052_beat_0138.png
16052.mp4,139,411.177,414.647,3.469,104.0,analysis/frames/16052/16052_beat_0139.png
16052.mp4,140,414.648,417.216,2.568,77.0,analysis/frames/16052/16052_beat_0140.png
16052.mp4,141,417.217,419.184,1.968,59.0,analysis/frames/16052/16052_beat_0141.png
16052.mp4,142,419.185,422.054,2.869,86.0,analysis/frames/16052/16052_beat_0142.png
16052.mp4,143,422.055,424.59,2.535,76.0,analysis/frames/16052/16052_beat_0143.png
16052.mp4,144,424.591,431.163,6.572,197.0,analysis/frames/16052/16052_beat_0144.png
16052.mp4,145,431.164,434.533,3.369,101.0,analysis/frames/16052/16052_beat_0145.png
16052.mp4,146,434.534,435.601,1.067,32.0,analysis/frames/16052/16052_beat_0146.png
16052.mp4,147,435.602,438.003,2.401,72.0,analysis/frames/16052/16052_beat_0147.png
16052.mp4,148,438.004,440.172,2.168,65.0,analysis/frames/16052/16052_beat_0148.png
16052.mp4,149,440.173,441.273,1.1,33.0,analysis/frames/16052/16052_beat_0149.png
16052.mp4,150,441.274,442.775,1.501,45.0,analysis/frames/16052/16052_beat_0150.png
16052.mp4,151,442.776,445.044,2.268,68.0,analysis/frames/16052/16052_beat_0151.png
16052.mp4,152,445.045,446.612,1.567,47.0,analysis/frames/16052/16052_beat_0152.png
16052.mp4,153,446.613,447.913,1.3,39.0,analysis/frames/16052/16052_beat_0153.png
16052.mp4,154,447.914,449.114,1.2,36.0,analysis/frames/16052/16052_beat_0154.png
16052.mp4,155,449.115,453.953,4.837,145.0,analysis/frames/16052/16052_beat_0155.png
16052.mp4,156,453.954,456.622,2.668,80.0,analysis/frames/16052/16052_beat_0156.png
16052.mp4,157,456.623,457.923,1.3,39.0,analysis/frames/16052/16052_beat_0157.png
16052.mp4,158,457.924,460.96,3.035,91.0,analysis/frames/16052/16052_beat_0158.png
16052.mp4,159,460.961,461.727,0.766,23.0,analysis/frames/16052/16052_beat_0159.png
16052.mp4,160,461.728,462.661,0.933,28.0,analysis/frames/16052/16052_beat_0160.png
16052.mp4,161,462.662,466.098,3.436,103.0,analysis/frames/16052/16052_beat_0161.png
16052.mp4,162,466.099,468.2,2.101,63.0,analysis/frames/16052/16052_beat_0162.png
16052.mp4,163,468.201,472.538,4.337,130.0,analysis/frames/16052/16052_beat_0163.png
16052.mp4,164,472.539,474.606,2.068,62.0,analysis/frames/16052/16052_beat_0164.png
16052.mp4,165,474.607,477.843,3.236,97.0,analysis/frames/16052/16052_beat_0165.png
16052.mp4,166,477.844,480.212,2.368,71.0,analysis/frames/16052/16052_beat_0166.png
16052.mp4,167,480.213,481.146,0.933,28.0,analysis/frames/16052/16052_beat_0167.png
16052.mp4,168,481.147,482.014,0.867,26.0,analysis/frames/16052/16052_beat_0168.png
16052.mp4,169,482.015,482.948,0.933,28.0,analysis/frames/16052/16052_beat_0169.png
16052.mp4,170,482.949,484.616,1.667,50.0,analysis/frames/16052/16052_beat_0170.png
16052.mp4,171,484.617,488.153,3.536,106.0,analysis/frames/16052/16052_beat_0171.png
16052.mp4,172,488.154,491.023,2.869,86.0,analysis/frames/16052/16052_beat_0172.png
16052.mp4,173,491.024,494.626,3.603,108.0,analysis/frames/16052/16052_beat_0173.png
16052.mp4,174,494.627,498.53,3.903,117.0,analysis/frames/16052/16052_beat_0174.png
16052.mp4,175,498.531,503.736,5.204,156.0,analysis/frames/16052/16052_beat_0175.png
16052.mp4,176,503.737,505.571,1.834,55.0,analysis/frames/16052/16052_beat_0176.png
16052.mp4,177,505.572,507.94,2.368,71.0,analysis/frames/16052/16052_beat_0177.png
16052.mp4,178,507.941,513.245,5.304,159.0,analysis/frames/16052/16052_beat_0178.png
16052.mp4,179,513.246,518.751,5.505,165.0,analysis/frames/16052/16052_beat_0179.png
16052.mp4,180,518.752,520.285,1.534,46.0,analysis/frames/16052/16052_beat_0180.png
16052.mp4,181,520.286,521.086,0.8,24.0,analysis/frames/16052/16052_beat_0181.png
16052.mp4,182,521.087,522.121,1.033,31.0,analysis/frames/16052/16052_beat_0182.png
16052.mp4,183,522.122,528.927,6.806,204.0,analysis/frames/16052/16052_beat_0183.png
16052.mp4,184,528.928,530.963,2.034,61.0,analysis/frames/16052/16052_beat_0184.png
16052.mp4,185,530.964,536.034,5.071,152.0,analysis/frames/16052/16052_beat_0185.png
16052.mp4,186,536.035,540.773,4.737,142.0,analysis/frames/16052/16052_beat_0186.png
16052.mp4,187,540.774,543.642,2.869,86.0,analysis/frames/16052/16052_beat_0187.png
16052.mp4,188,543.643,545.844,2.201,66.0,analysis/frames/16052/16052_beat_0188.png
16052.mp4,189,545.845,553.018,7.173,215.0,analysis/frames/16052/16052_beat_0189.png
16052.mp4,190,553.019,558.123,5.104,153.0,analysis/frames/16052/16052_beat_0190.png
16052.mp4,191,558.124,559.958,1.834,55.0,analysis/frames/16052/16052_beat_0191.png
16052.mp4,192,559.959,565.998,6.038,181.0,analysis/frames/16052/16052_beat_0192.png
16052.mp4,193,565.999,569.134,3.135,94.0,analysis/frames/16052/16052_beat_0193.png
16052.mp4,194,569.135,573.505,4.37,131.0,analysis/frames/16052/16052_beat_0194.png
16052.mp4,195,573.506,575.174,1.667,50.0,analysis/frames/16052/16052_beat_0195.png
16052.mp4,196,575.175,580.612,5.438,163.0,analysis/frames/16052/16052_beat_0196.png
16052.mp4,197,580.613,583.348,2.735,82.0,analysis/frames/16052/16052_beat_0197.png
16052.mp4,198,583.349,586.685,3.336,100.0,analysis/frames/16052/16052_beat_0198.png
16052.mp4,199,586.686,587.352,0.666,20.0,analysis/frames/16052/16052_beat_0199.png
16052.mp4,200,587.353,588.587,1.234,37.0,analysis/frames/16052/16052_beat_0200.png
16052.mp4,201,588.588,593.258,4.67,140.0,analysis/frames/16052/16052_beat_0201.png
16052.mp4,202,593.259,594.326,1.067,32.0,analysis/frames/16052/16052_beat_0202.png
16052.mp4,203,594.327,595.694,1.367,41.0,analysis/frames/16052/16052_beat_0203.png
16052.mp4,204,595.695,598.297,2.602,78.0,analysis/frames/16052/16052_beat_0204.png
16052.mp4,205,598.298,601.8,3.503,105.0,analysis/frames/16052/16052_beat_0205.png
16052.mp4,206,601.801,604.77,2.969,89.0,analysis/frames/16052/16052_beat_0206.png
16052.mp4,207,604.771,607.84,3.069,92.0,analysis/frames/16052/16052_beat_0207.png
16052.mp4,208,607.841,610.509,2.668,80.0,analysis/frames/16052/16052_beat_0208.png
16052.mp4,209,610.51,613.278,2.768,83.0,analysis/frames/16052/16052_beat_0209.png
16052.mp4,210,613.279,614.713,1.434,43.0,analysis/frames/16052/16052_beat_0210.png
16052.mp4,211,614.714,622.888,8.174,245.0,analysis/frames/16052/16052_beat_0211.png
16052.mp4,212,622.889,626.391,3.503,105.0,analysis/frames/16052/16052_beat_0212.png
16052.mp4,213,626.392,629.428,3.035,91.0,analysis/frames/16052/16052_beat_0213.png
16052.mp4,214,629.429,633.832,4.403,132.0,analysis/frames/16052/16052_beat_0214.png
16052.mp4,215,633.833,637.135,3.302,99.0,analysis/frames/16052/16052_beat_0215.png
16052.mp4,216,637.136,640.906,3.769,113.0,analysis/frames/16052/16052_beat_0216.png
16052.mp4,217,640.907,643.842,2.935,88.0,analysis/frames/16052/16052_beat_0217.png
16052.mp4,218,643.843,648.78,4.937,148.0,analysis/frames/16052/16052_beat_0218.png
16052.mp4,219,648.781,651.95,3.169,95.0,analysis/frames/16052/16052_beat_0219.png
16052.mp4,220,651.951,655.621,3.669,110.0,analysis/frames/16052/16052_beat_0220.png
16052.mp4,221,655.622,656.755,1.133,34.0,analysis/frames/16052/16052_beat_0221.png
16052.mp4,222,656.756,662.895,6.138,184.0,analysis/frames/16052/16052_beat_0222.png
16052.mp4,223,662.896,672.96,10.064,301.6,analysis/frames/16052/16052_beat_0223.png
16055.mp4,0,0.0,1.834,1.834,55.0,analysis/frames/16055/16055_beat_0000.png
16055.mp4,1,1.835,3.035,1.2,36.0,analysis/frames/16055/16055_beat_0001.png
16055.mp4,2,3.036,4.837,1.801,54.0,analysis/frames/16055/16055_beat_0002.png
16055.mp4,3,4.838,6.973,2.134,64.0,analysis/frames/16055/16055_beat_0003.png
16055.mp4,4,6.974,10.376,3.402,102.0,analysis/frames/16055/16055_beat_0004.png
16055.mp4,5,10.377,13.079,2.702,81.0,analysis/frames/16055/16055_beat_0005.png
16055.mp4,6,13.08,14.614,1.534,46.0,analysis/frames/16055/16055_beat_0006.png
16055.mp4,7,14.615,16.048,1.434,43.0,analysis/frames/16055/16055_beat_0007.png
16055.mp4,8,16.049,21.387,5.338,160.0,analysis/frames/16055/16055_beat_0008.png
16055.mp4,9,21.388,24.223,2.835,85.0,analysis/frames/16055/16055_beat_0009.png
16055.mp4,10,24.224,24.991,0.766,23.0,analysis/frames/16055/16055_beat_0010.png
16055.mp4,11,24.992,27.927,2.935,88.0,analysis/frames/16055/16055_beat_0011.png
16055.mp4,12,27.928,30.496,2.568,77.0,analysis/frames/16055/16055_beat_0012.png
16055.mp4,13,30.497,33.299,2.802,84.0,analysis/frames/16055/16055_beat_0013.png
16055.mp4,14,33.3,34.534,1.234,37.0,analysis/frames/16055/16055_beat_0014.png
16055.mp4,15,34.535,36.869,2.335,70.0,analysis/frames/16055/16055_beat_0015.png
16055.mp4,16,36.87,42.208,5.338,160.0,analysis/frames/16055/16055_beat_0016.png
16055.mp4,17,42.209,45.011,2.802,84.0,analysis/frames/16055/16055_beat_0017.png
16055.mp4,18,45.012,47.513,2.502,75.0,analysis/frames/16055/16055_beat_0018.png
16055.mp4,19,47.514,48.581,1.067,32.0,analysis/frames/16055/16055_beat_0019.png
16055.mp4,20,48.582,50.416,1.834,55.0,analysis/frames/16055/16055_beat_0020.png
16055.mp4,21,50.417,51.083,0.666,20.0,analysis/frames/16055/16055_beat_0021.png
16055.mp4,22,51.084,52.618,1.534,46.0,analysis/frames/16055/16055_beat_0022.png
16055.mp4,23,52.619,54.52,1.901,57.0,analysis/frames/16055/16055_beat_0023.png
16055.mp4,24,54.521,59.292,4.77,143.0,analysis/frames/16055/16055_beat_0024.png
16055.mp4,25,59.293,61.694,2.401,72.0,analysis/frames/16055/16055_beat_0025.png
16055.mp4,26,61.695,69.101,7.406,222.0,analysis/frames/16055/16055_beat_0026.png
16055.mp4,27,69.102,70.469,1.367,41.0,analysis/frames/16055/16055_beat_0027.png
16055.mp4,28,70.47,72.338,1.868,56.0,analysis/frames/16055/16055_beat_0028.png
16055.mp4,29,72.339,76.375,4.036,121.0,analysis/frames/16055/16055_beat_0029.png
16055.mp4,30,76.376,79.278,2.902,87.0,analysis/frames/16055/16055_beat_0030.png
16055.mp4,31,79.279,81.647,2.368,71.0,analysis/frames/16055/16055_beat_0031.png
16055.mp4,32,81.648,84.817,3.169,95.0,analysis/frames/16055/16055_beat_0032.png
16055.mp4,33,84.818,88.12,3.302,99.0,analysis/frames/16055/16055_beat_0033.png
16055.mp4,34,88.121,89.889,1.767,53.0,analysis/frames/16055/16055_beat_0034.png
16055.mp4,35,89.89,92.825,2.935,88.0,analysis/frames/16055/16055_beat_0035.png
16055.mp4,36,92.826,94.994,2.168,65.0,analysis/frames/16055/16055_beat_0036.png
16055.mp4,37,94.995,96.662,1.667,50.0,analysis/frames/16055/16055_beat_0037.png
16055.mp4,38,96.663,99.832,3.169,95.0,analysis/frames/16055/16055_beat_0038.png
16055.mp4,39,99.833,104.737,4.904,147.0,analysis/frames/16055/16055_beat_0039.png
16055.mp4,40,104.738,107.473,2.735,82.0,analysis/frames/16055/16055_beat_0040.png
16055.mp4,41,107.474,110.309,2.835,85.0,analysis/frames/16055/16055_beat_0041.png
16055.mp4,42,110.31,112.345,2.034,61.0,analysis/frames/16055/16055_beat_0042.png
16055.mp4,43,112.346,115.715,3.369,101.0,analysis/frames/16055/16055_beat_0043.png
16055.mp4,44,115.716,116.349,0.633,19.0,analysis/frames/16055/16055_beat_0044.png
16055.mp4,45,116.35,117.516,1.167,35.0,analysis/frames/16055/16055_beat_0045.png
16055.mp4,46,117.517,119.352,1.834,55.0,analysis/frames/16055/16055_beat_0046.png
16055.mp4,47,119.353,120.486,1.133,34.0,analysis/frames/16055/16055_beat_0047.png
16055.mp4,48,120.487,122.555,2.068,62.0,analysis/frames/16055/16055_beat_0048.png
16055.mp4,49,122.556,126.859,4.303,129.0,analysis/frames/16055/16055_beat_0049.png
16055.mp4,50,126.86,129.395,2.535,76.0,analysis/frames/16055/16055_beat_0050.png
16055.mp4,51,129.396,130.663,1.267,38.0,analysis/frames/16055/16055_beat_0051.png
16055.mp4,52,130.664,131.464,0.8,24.0,analysis/frames/16055/16055_beat_0052.png
16055.mp4,53,131.465,133.199,1.734,52.0,analysis/frames/16055/16055_beat_0053.png
16055.mp4,54,133.2,135.568,2.368,71.0,analysis/frames/16055/16055_beat_0054.png
16055.mp4,55,135.569,137.77,2.201,66.0,analysis/frames/16055/16055_beat_0055.png
16055.mp4,56,137.771,139.538,1.767,53.0,analysis/frames/16055/16055_beat_0056.png
16055.mp4,57,139.539,141.607,2.068,62.0,analysis/frames/16055/16055_beat_0057.png
16055.mp4,58,141.608,146.846,5.238,157.0,analysis/frames/16055/16055_beat_0058.png
16055.mp4,59,146.847,148.18,1.334,40.0,analysis/frames/16055/16055_beat_0059.png
16055.mp4,60,148.181,150.516,2.335,70.0,analysis/frames/16055/16055_beat_0060.png
16055.mp4,61,150.517,153.252,2.735,82.0,analysis/frames/16055/16055_beat_0061.png
16055.mp4,62,153.253,155.187,1.934,58.0,analysis/frames/16055/16055_beat_0062.png
16055.mp4,63,155.188,157.757,2.568,77.0,analysis/frames/16055/16055_beat_0063.png
16055.mp4,64,157.758,159.959,2.201,66.0,analysis/frames/16055/16055_beat_0064.png
16055.mp4,65,159.96,161.06,1.1,33.0,analysis/frames/16055/16055_beat_0065.png
16055.mp4,66,161.061,163.295,2.235,67.0,analysis/frames/16055/16055_beat_0066.png
16055.mp4,67,163.296,163.963,0.666,20.0,analysis/frames/16055/16055_beat_0067.png
16055.mp4,68,163.964,164.897,0.933,28.0,analysis/frames/16055/16055_beat_0068.png
16055.mp4,69,164.898,165.631,0.733,22.0,analysis/frames/16055/16055_beat_0069.png
16055.mp4,70,165.632,168.701,3.069,92.0,analysis/frames/16055/16055_beat_0070.png
16055.mp4,71,168.702,169.468,0.766,23.0,analysis/frames/16055/16055_beat_0071.png
16055.mp4,72,169.469,170.503,1.033,31.0,analysis/frames/16055/16055_beat_0072.png
16055.mp4,73,170.504,171.404,0.9,27.0,analysis/frames/16055/16055_beat_0073.png
16055.mp4,74,171.405,173.172,1.767,53.0,analysis/frames/16055/16055_beat_0074.png
16055.mp4,75,173.173,174.54,1.367,41.0,analysis/frames/16055/16055_beat_0075.png
16055.mp4,76,174.541,177.443,2.902,87.0,analysis/frames/16055/16055_beat_0076.png
16055.mp4,77,177.444,178.377,0.933,28.0,analysis/frames/16055/16055_beat_0077.png
16055.mp4,78,178.378,182.181,3.803,114.0,analysis/frames/16055/16055_beat_0078.png
16055.mp4,79,182.182,183.449,1.267,38.0,analysis/frames/16055/16055_beat_0079.png
16055.mp4,80,183.45,189.255,5.805,174.0,analysis/frames/16055/16055_beat_0080.png
16055.mp4,81,189.256,191.39,2.134,64.0,analysis/frames/16055/16055_beat_0081.png
16055.mp4,82,191.391,193.225,1.834,55.0,analysis/frames/16055/16055_beat_0082.png
16055.mp4,83,193.226,196.095,2.869,86.0,analysis/frames/16055/16055_beat_0083.png
16055.mp4,84,196.096,197.997,1.901,57.0,analysis/frames/16055/16055_beat_0084.png
16055.mp4,85,197.998,200.566,2.568,77.0,analysis/frames/16055/16055_beat_0085.png
16055.mp4,86,200.567,204.737,4.17,125.0,analysis/frames/16055/16055_beat_0086.png
16055.mp4,87,204.738,212.244,7.506,225.0,analysis/frames/16055/16055_beat_0087.png
16055.mp4,88,212.245,213.179,0.933,28.0,analysis/frames/16055/16055_beat_0088.png
16055.mp4,89,213.18,214.48,1.3,39.0,analysis/frames/16055/16055_beat_0089.png
16055.mp4,90,214.481,217.216,2.735,82.0,analysis/frames/16055/16055_beat_0090.png
16055.mp4,91,217.217,220.786,3.569,107.0,analysis/frames/16055/16055_beat_0091.png
16055.mp4,92,220.787,224.29,3.502,105.0,analysis/frames/16055/16055_beat_0092.png
16055.mp4,93,224.291,227.059,2.768,83.0,analysis/frames/16055/16055_beat_0093.png
16055.mp4,94,227.06,231.163,4.103,123.0,analysis/frames/16055/16055_beat_0094.png
16055.mp4,95,231.164,233.566,2.401,72.0,analysis/frames/16055/16055_beat_0095.png
16055.mp4,96,233.567,234.433,0.867,26.0,analysis/frames/16055/16055_beat_0096.png
16055.mp4,97,234.434,236.068,1.634,49.0,analysis/frames/16055/16055_beat_0097.png
16055.mp4,98,236.069,244.11,8.04,241.0,analysis/frames/16055/16055_beat_0098.png
16055.mp4,99,244.111,248.447,4.337,130.0,analysis/frames/16055/16055_beat_0099.png
16055.mp4,100,248.448,250.182,1.734,52.0,analysis/frames/16055/16055_beat_0100.png
16055.mp4,101,250.183,251.851,1.667,50.0,analysis/frames/16055/16055_beat_0101.png
16055.mp4,102,251.852,256.288,4.437,133.0,analysis/frames/16055/16055_beat_0102.png
16055.mp4,103,256.289,261.026,4.737,142.0,analysis/frames/16055/16055_beat_0103.png
16055.mp4,104,261.027,262.294,1.267,38.0,analysis/frames/16055/16055_beat_0104.png
16055.mp4,105,262.295,263.662,1.367,41.0,analysis/frames/16055/16055_beat_0105.png
16055.mp4,106,263.663,266.899,3.236,97.0,analysis/frames/16055/16055_beat_0106.png
16055.mp4,107,266.9,268.768,1.868,56.0,analysis/frames/16055/16055_beat_0107.png
16055.mp4,108,268.769,270.97,2.201,66.0,analysis/frames/16055/16055_beat_0108.png
16055.mp4,109,270.971,273.672,2.702,81.0,analysis/frames/16055/16055_beat_0109.png
16055.mp4,110,273.673,277.009,3.336,100.0,analysis/frames/16055/16055_beat_0110.png
16055.mp4,111,277.01,278.744,1.734,52.0,analysis/frames/16055/16055_beat_0111.png
16055.mp4,112,278.745,280.613,1.868,56.0,analysis/frames/16055/16055_beat_0112.png
16055.mp4,113,280.614,282.848,2.235,67.0,analysis/frames/16055/16055_beat_0113.png
16055.mp4,114,282.849,290.156,7.306,219.0,analysis/frames/16055/16055_beat_0114.png
16055.mp4,115,290.157,293.292,3.135,94.0,analysis/frames/16055/16055_beat_0115.png
16055.mp4,116,293.293,294.66,1.367,41.0,analysis/frames/16055/16055_beat_0116.png
16055.mp4,117,294.661,297.63,2.969,89.0,analysis/frames/16055/16055_beat_0117.png
16055.mp4,118,297.631,300.232,2.602,78.0,analysis/frames/16055/16055_beat_0118.png
16055.mp4,119,300.233,302.568,2.335,70.0,analysis/frames/16055/16055_beat_0119.png
16055.mp4,120,302.569,303.402,0.833,25.0,analysis/frames/16055/16055_beat_0120.png
16055.mp4,121,303.403,304.937,1.534,46.0,analysis/frames/16055/16055_beat_0121.png
16055.mp4,122,304.938,308.874,3.936,118.0,analysis/frames/16055/16055_beat_0122.png
16055.mp4,123,308.875,312.711,3.836,115.0,analysis/frames/16055/16055_beat_0123.png
16055.mp4,124,312.712,317.55,4.837,145.0,analysis/frames/16055/16055_beat_0124.png
16055.mp4,125,317.551,319.585,2.034,61.0,analysis/frames/16055/16055_beat_0125.png
16055.mp4,126,319.586,320.886,1.3,39.0,analysis/frames/16055/16055_beat_0126.png
16055.mp4,127,320.887,322.321,1.434,43.0,analysis/frames/16055/16055_beat_0127.png
16055.mp4,128,322.322,328.027,5.705,171.0,analysis/frames/16055/16055_beat_0128.png
16055.mp4,129,328.028,332.998,4.971,149.0,analysis/frames/16055/16055_beat_0129.png
16055.mp4,130,332.999,337.269,4.27,128.0,analysis/frames/16055/16055_beat_0130.png
16055.mp4,131,337.27,339.405,2.134,64.0,analysis/frames/16055/16055_beat_0131.png
16055.mp4,132,339.406,342.741,3.336,100.0,analysis/frames/16055/16055_beat_0132.png
16055.mp4,133,342.742,347.913,5.171,155.0,analysis/frames/16055/16055_beat_0133.png
16055.mp4,134,347.914,349.849,1.934,58.0,analysis/frames/16055/16055_beat_0134.png
16055.mp4,135,349.849,355.387,5.538,166.0,analysis/frames/16055/16055_beat_0135.png
16055.mp4,136,355.388,359.391,4.003,120.0,analysis/frames/16055/16055_beat_0136.png
16055.mp4,137,359.392,360.059,0.666,20.0,analysis/frames/16055/16055_beat_0137.png
16055.mp4,138,360.06,362.061,2.001,60.0,analysis/frames/16055/16055_beat_0138.png
